frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
139,59,[596.80 407.40 772.80 671.80],[678.88 579.24 752.82 628.49],0.0,18,0.9687582850456238
139,60,[525.00 309.00 602.60 442.00],,,,
139,68,[480.60 249.80 527.20 306.80],,,,
139,71,[149.33 233.33 243.00 297.33],,,,
139,80,[-3.00 222.33 94.33 308.33],,,,
140,56,[248.20 245.40 506.60 454.40],[168.92 372.05 292.73 416.67],0.0,KA01MJ0152,0.950167179107666
140,59,[598.00 411.80 773.80 671.20],"[678.4656677246094, 578.3698272705078, 752.2067718505859, 630.2225799560547]",0.7496979236602783,KL18R3138,0.8118415176868439
140,60,[521.20 303.40 599.00 439.60],,,,
140,68,[479.80 248.80 527.00 305.60],,,,
140,80,[-3.25 222.50 90.25 308.00],,,,
141,56,[184.80 241.40 496.80 487.20],"[147.14913940429688, 378.5980224609375, 276.0036315917969, 426.5392761230469]",0.7491077780723572,KA01MJ0152,0.8776968121528625
141,59,[596.40 406.80 772.80 671.00],[679.23 578.49 752.22 629.80],0.0,18,0.9687582850456238
141,68,[479.20 247.80 527.00 304.40],,,,
141,80,[-3.80 222.20 81.60 306.60],,,,
142,56,[229.40 245.00 504.40 465.80],[123.42 387.15 257.32 437.79],0.0,KA01MJ0152,0.950167179107666
142,59,[598.00 410.40 774.00 669.80],"[679.9953536987305, 578.6134796142578, 752.2291259765625, 629.3856353759766]",0.7762113213539124,KL18R1138,0.8875798583030701
142,68,[479.00 247.60 527.20 304.00],,,,
142,80,[-4.25 222.00 76.50 305.75],,,,
143,56,[161.00 242.40 496.00 509.00],"[99.69328308105469, 395.69419860839844, 238.62954711914062, 449.0462646484375]",0.754279375076294,KA01MJ0152,0.950167179107666
143,59,[596.80 406.00 773.20 670.20],[681.01 578.34 754.66 629.40],0.0,18,0.9687582850456238
143,68,[479.60 247.20 528.00 303.20],,,,
144,56,[214.20 246.40 504.80 483.00],[65.54 406.90 213.83 463.60],0.0,KA01MJ0152,0.950167179107666
144,59,[600.20 409.80 774.60 668.80],"[682.0156097412109, 578.0594787597656, 757.0874938964844, 629.4227752685547]",0.7479000091552734,KL18R1138,0.7718217670917511
144,60,[518.40 300.80 595.40 438.20],,,,
144,67,[946.00 595.33 1284.00 718.33],,,,
144,68,[480.80 247.00 529.20 302.40],,,,
145,56,[144.00 244.40 497.80 537.00],"[31.38092041015625, 418.1085205078125, 189.03077697753906, 478.15293884277344]",0.6978685855865479,KA01MJ0152,0.8877124786376953
145,59,[599.00 405.40 773.60 669.40],[682.58 577.63 755.70 627.17],0.0,18,0.9687582850456238
145,60,[516.80 298.20 593.40 436.60],,,,
145,67,[949.50 597.75 1284.25 718.75],,,,
145,68,[481.60 246.40 529.80 301.40],,,,
145,83,[953.67 599.33 1148.33 717.67],,,,
146,56,[136.00 238.80 486.00 566.60],[15.69 435.23 154.21 500.06],0.0,KA01MJ0152,0.950167179107666
146,59,[601.60 409.60 774.20 668.00],"[683.1450119018555, 577.2090759277344, 754.3049926757812, 624.9142913818359]",0.7131373882293701,KL18R1138,0.7621319591999054
146,60,[515.40 296.60 591.40 435.40],,,,
146,68,[482.60 245.80 530.20 300.40],,,,
146,80,[-4.67 222.00 70.67 305.00],,,,
146,83,[959.50 602.00 1153.25 718.00],,,,
147,56,[136.00 238.80 486.00 566.60],"[0.0, 452.3595275878906, 119.38910675048828, 521.9611511230469]",0.6393333077430725,KA01MJ0152,0.8903713822364807
147,59,[600.00 406.00 773.00 669.20],[682.38 576.67 754.78 625.64],0.0,18,0.9687582850456238
147,60,[514.80 297.00 590.40 434.60],,,,
147,68,[483.20 245.00 530.60 299.40],,,,
148,59,[601.60 407.20 773.60 667.00],"[681.6184844970703, 576.1280822753906, 755.2550201416016, 626.3670501708984]",0.5888397693634033,KL18R1138,0.7720517218112946
148,60,[514.40 296.60 590.20 433.40],,,,
148,68,[483.20 244.40 530.40 298.60],,,,
149,59,[598.20 403.40 772.20 668.40],[680.15 575.66 754.27 626.49],0.0,18,0.9687582850456238
149,60,[514.00 296.20 590.20 432.00],,,,
149,68,[482.80 243.80 529.60 297.80],,,,
150,59,[599.20 405.60 772.40 666.40],"[678.6736373901367, 575.1849365234375, 753.2916412353516, 626.6168060302734]",0.8050084114074707,KL18R3138,0.7346956431865692
150,60,[512.80 296.80 588.60 431.00],,,,
150,68,[482.60 243.60 528.80 297.20],,,,
150,85,[428.00 226.00 496.00 347.00],,,,
151,59,[596.60 401.40 771.80 667.80],[677.28 573.66 749.52 623.71],0.0,18,0.9687582850456238
151,60,[511.80 298.00 586.60 429.80],,,,
151,68,[481.80 243.40 527.60 297.20],,,,
152,59,[597.20 403.00 771.00 664.20],"[675.8784866333008, 572.1368560791016, 745.7487335205078, 620.8049926757812]",0.7683222889900208,KL18R3138,0.8241685628890991
152,60,[510.60 299.20 584.80 428.40],,,,
152,67,[952.40 599.40 1284.20 719.00],,,,
152,68,[481.00 243.20 526.00 297.00],,,,
153,59,[595.60 401.80 770.40 666.40],[673.50 567.82 743.06 617.14],0.0,18,0.9687582850456238
153,60,[509.20 298.60 583.20 426.00],,,,
153,67,[957.40 602.40 1284.20 719.40],,,,
153,68,[480.60 243.20 524.20 296.60],,,,
154,59,[595.40 401.80 768.00 660.80],"[671.1295776367188, 563.4961700439453, 740.3786926269531, 613.4828186035156]",0.781596302986145,KL18R1138,0.8104077875614166
154,60,[507.60 297.20 581.40 423.40],,,,
154,67,[961.75 605.25 1284.50 719.75],,,,
154,68,[479.80 243.00 522.20 296.20],,,,
155,59,[594.40 399.60 767.80 662.80],[667.80 558.86 736.84 605.94],0.0,18,0.9687582850456238
155,60,[505.80 295.60 579.20 421.20],,,,
155,67,[963.67 606.00 1284.33 720.00],,,,
155,68,[479.20 242.80 520.40 295.40],,,,
155,83,[963.40 604.00 1156.80 718.00],,,,
156,59,[591.00 398.40 762.60 655.80],"[664.4729537963867, 554.2232971191406, 733.3020477294922, 598.3984527587891]",0.7912309169769287,KL18R1138,0.7511996924877167
156,60,[503.80 292.00 577.60 418.60],,,,
156,68,[478.60 242.60 518.60 294.80],,,,
156,83,[970.80 608.40 1163.60 718.40],,,,
157,59,[590.40 396.80 763.40 659.40],[658.19 551.31 725.91 595.80],0.0,18,0.9687582850456238
157,60,[501.60 282.20 576.40 414.00],,,,
157,68,[478.00 243.00 516.80 295.20],,,,
157,83,[979.20 614.60 1171.20 718.80],,,,
158,59,[585.00 396.60 755.80 652.20],"[651.9016036987305, 548.3867797851562, 718.5107879638672, 593.2065734863281]",0.7878250479698181,KL18R1138,0.7174240946769714
158,60,[499.40 272.00 575.20 410.80],,,,
158,68,[477.50 243.00 516.00 295.25],,,,
158,83,[982.00 618.00 1174.40 719.00],,,,
159,59,[585.20 396.60 758.20 657.80],[645.38 545.90 712.80 592.46],0.0,18,0.9687582850456238
159,60,[498.25 267.50 574.25 409.25],,,,
159,68,[477.33 243.33 515.33 295.67],,,,
160,59,[578.00 396.80 748.00 650.20],"[638.8588714599609, 543.4111175537109, 707.0888824462891, 591.7197113037109]",0.8171398043632507,KL18R1138,0.669991672039032
160,60,[497.33 259.33 574.67 406.33],,,,
161,59,[581.40 398.00 753.20 657.20],[633.35 541.86 700.84 590.03],0.0,18,0.9687582850456238
162,59,[572.40 399.00 741.00 649.00],"[627.8350830078125, 540.3161773681641, 694.5968627929688, 588.3479461669922]",0.7969440817832947,KL18R1138,0.6324778497219086
162,83,[984.80 621.40 1177.40 719.00],,,,
163,59,[577.80 399.20 748.60 656.20],[624.21 539.04 691.10 587.09],0.0,18,0.9687582850456238
163,83,[987.60 624.20 1180.40 719.20],,,,
164,59,[568.60 400.20 735.40 647.60],"[620.5770950317383, 537.7676849365234, 687.5983123779297, 585.827392578125]",0.768185555934906,KL18R1138,0.7136623859405518
164,83,[991.00 626.20 1183.40 719.00],,,,
164,88,[491.00 290.00 560.00 419.00],,,,
165,56,[204.40 241.40 494.40 523.40],"[239.3096923828125, 302.75584411621094, 306.889892578125, 330.5391387939453]",0.6682801246643066,KA01MJ0152,0.6306930184364319
165,59,[575.80 400.00 745.60 655.20],[618.59 537.68 684.12 585.24],0.0,18,0.9687582850456238
165,83,[994.00 626.00 1186.00 718.60],,,,
165,86,[195.67 222.67 481.00 442.33],"[239.9704475402832, 303.37159729003906, 305.1824645996094, 331.5507278442383]",0.7167426347732544,AI61BS5108,0.5998523831367493
166,56,[204.40 241.40 494.40 523.40],[230.96 305.07 300.97 333.85],0.0,KA01MJ0152,0.950167179107666
166,59,[565.40 401.20 731.00 646.20],"[616.6119003295898, 537.5865783691406, 680.6384887695312, 584.6427459716797]",0.789171576499939,KL18R1138,0.7080835103988647
166,83,[995.50 626.00 1187.25 718.50],,,,
166,86,[197.75 222.75 480.75 441.00],[230.62 305.70 300.78 335.15],0.0,TA02BA5108,0.732669472694397
167,56,[203.00 242.80 474.40 534.00],[222.61 307.38 295.04 337.15],0.0,KA01MJ0152,0.950167179107666
167,59,[574.40 400.20 743.20 654.40],[614.51 536.27 679.39 583.09],0.0,18,0.9687582850456238
167,83,[997.00 625.67 1188.67 718.33],,,,
167,86,[189.00 222.00 481.80 445.60],"[221.26778030395508, 308.0338363647461, 296.36959075927734, 338.75682067871094]",0.7654926776885986,AI61BS5108,0.5912807583808899
168,56,[274.40 252.40 496.00 471.60],[214.26 309.69 289.12 340.46],0.0,KA01MJ0152,0.950167179107666
168,59,[562.80 400.80 727.40 644.60],"[612.4165344238281, 534.9530029296875, 678.1433715820312, 581.5316314697266]",0.747484564781189,KL18R5138,0.7005476355552673
168,86,[185.25 221.75 482.25 447.75],[213.94 309.67 289.70 341.63],0.0,TA02BA5108,0.732669472694397
169,56,[202.40 262.80 465.80 538.40],"[205.9052734375, 312.0033493041992, 283.19549560546875, 343.7697296142578]",0.7356290221214294,KA01MJ0152,0.7299565076828003
169,59,[572.00 399.80 740.60 653.20],[609.62 533.32 674.95 579.87],0.0,18,0.9687582850456238
169,86,[179.00 221.33 483.00 451.33],"[206.6205940246582, 311.3134231567383, 283.0391540527344, 344.49755859375]",0.7328926920890808,TA02BA5108,0.732669472694397
170,56,[166.50 265.25 451.50 571.25],[197.05 314.73 276.17 346.34],0.0,KA01MJ0152,0.950167179107666
170,59,[558.20 395.40 723.20 640.60],"[606.820556640625, 531.6823577880859, 671.7525482177734, 578.20068359375]",0.692689061164856,KL18R5138,0.6676522791385651
171,56,[106.67 269.33 427.67 626.00],"[188.19656372070312, 317.45776176452637, 269.14862060546875, 348.90113067626953]",0.7053163051605225,KA01MJ0152,0.6288972496986389
171,59,[568.60 394.20 737.80 649.60],[603.58 529.61 667.98 575.99],0.0,18,0.9687582850456238
172,59,[568.60 394.20 737.80 649.60],"[600.3427810668945, 527.5426177978516, 664.2017669677734, 573.7721862792969]",0.7116984724998474,KL18R5138,0.6476978957653046
172,90,[114.33 210.33 495.67 483.67],"[179.15393829345703, 317.3844223022461, 260.0635528564453, 351.6880645751953]",0.769119381904602,KA01BI5108,0.652160108089447
173,55,[751.40 147.00 1273.20 584.20],"[1059.294677734375, 225.95460510253906, 1189.3352661132812, 284.716064453125]",0.6233839988708496,BMRCL,0.802873432636261
173,59,[580.20 393.60 753.60 659.40],[597.32 527.40 661.23 572.92],0.0,18,0.9687582850456238
173,90,[116.25 210.25 495.75 482.25],[167.66 321.06 250.76 356.27],0.0,KA51NX5108,0.9523110389709473
174,55,[751.40 147.00 1273.20 584.20],[1076.62 258.26 1200.67 318.43],0.0,BMRCL,0.9881882667541504
174,59,[580.20 393.60 753.60 659.40],[594.30 527.26 658.25 572.07],0.0,18,0.9687582850456238
174,90,[108.20 210.60 495.20 488.20],"[156.16266250610352, 324.73682403564453, 241.46051025390625, 360.8573455810547]",0.7935594320297241,KA01MX5108,0.8791452646255493
174,91,[-1.33 224.00 46.67 333.00],,,,
175,55,[753.80 157.00 1269.80 553.80],[1093.95 290.56 1212.00 352.13],0.0,BMRCL,0.9881882667541504
175,59,[594.00 398.00 771.00 672.00],[591.28 527.12 655.28 571.21],0.0,18,0.9687582850456238
175,87,[644.67 244.33 820.67 444.33],"[697.6881103515625, 360.18831634521484, 763.1518249511719, 383.5845031738281]",0.756192684173584,KA51R3627,0.8819496035575867
175,90,[108.20 210.60 495.20 488.20],[143.48 328.86 230.47 366.03],0.0,KA51NX5108,0.9523110389709473
175,91,[-1.25 225.75 45.75 334.25],,,,
176,55,[749.00 181.00 1266.00 524.00],[1111.27 322.86 1223.33 385.84],0.0,BMRCL,0.9881882667541504
176,59,[594.00 398.00 771.00 672.00],[588.26 526.98 652.30 570.36],0.0,18,0.9687582850456238
176,87,[645.00 244.25 820.00 444.25],[700.36 362.61 766.14 385.83],0.0,KA51R3627,0.8819496035575867
176,90,[94.00 211.20 494.40 498.40],"[130.79595947265625, 332.98331451416016, 219.4703369140625, 371.2104797363281]",0.7546209692955017,KA01NX5108,0.8905450701713562
176,91,[-1.00 227.00 45.00 335.40],,,,
177,3,[547.00 341.20 674.80 530.80],"[583.9929962158203, 529.7613983154297, 647.8280487060547, 567.5782928466797]",0.7853729724884033,KL18R1138,0.8975222706794739
177,55,[749.00 181.00 1266.00 524.00],[1128.60 355.16 1234.67 419.55],0.0,BMRCL,0.9881882667541504
177,59,[594.00 398.00 771.00 672.00],[585.24 526.84 649.33 569.50],0.0,18,0.9687582850456238
177,87,[644.20 244.80 823.20 445.40],"[703.0319938659668, 365.0271453857422, 769.1356582641602, 388.0782470703125]",0.7477915287017822,KA51R3627,0.8680782318115234
177,90,[98.60 211.00 494.60 495.00],[117.79 336.33 207.21 377.65],0.0,KA51NX5108,0.9523110389709473
177,91,[-0.20 228.40 46.20 337.80],,,,
178,3,[555.20 334.80 684.60 525.80],[581.56 528.11 645.41 567.13],0.0,KL18R1138,0.967197835445404
178,55,[749.00 181.00 1266.00 524.00],[1145.93 387.47 1246.00 453.26],0.0,BMRCL,0.9881882667541504
178,59,[576.20 392.40 748.80 660.20],[582.22 526.70 646.35 568.65],0.0,18,0.9687582850456238
178,87,[644.20 244.80 823.20 445.40],[705.91 366.29 772.52 389.76],0.0,KA51R3627,0.8819496035575867
178,90,[79.20 211.60 493.80 508.20],"[104.79323959350586, 339.6758728027344, 194.95362854003906, 384.0908966064453]",0.7678813338279724,KA51NX5108,0.9523110389709473
178,91,[0.80 229.60 49.40 340.40],,,,
179,3,[544.80 309.40 665.40 481.00],[579.13 526.45 642.99 566.68],0.0,KL18R1138,0.967197835445404
179,55,[760.40 158.00 1269.80 554.60],[1163.25 419.77 1257.33 486.97],0.0,BMRCL,0.9881882667541504
179,59,[576.20 392.40 748.80 660.20],[579.20 526.56 643.38 567.80],0.0,18,0.9687582850456238
179,87,[642.80 245.20 828.20 447.00],"[708.7831344604492, 367.5627899169922, 775.8954925537109, 391.4409942626953]",0.746332049369812,KA51R3627,0.788334846496582
179,90,[88.40 211.20 494.40 501.40],[90.90 343.14 181.97 387.58],0.0,KA51NX5108,0.9523110389709473
179,91,[1.50 230.50 51.00 341.75],,,,
180,3,[555.00 299.00 664.00 445.00],[576.70 524.80 640.57 566.23],0.0,KL18R1138,0.967197835445404
180,55,[800.80 143.80 1273.00 581.40],[1180.58 452.07 1268.67 520.68],0.0,BMRCL,0.9881882667541504
180,59,[557.60 385.60 725.80 647.60],"[576.1744003295898, 526.41748046875, 640.4015502929688, 566.9441375732422]",0.7979632019996643,KL18R5138,0.9239419102668762
180,87,[643.60 245.00 826.60 446.80],[711.52 367.81 779.74 392.09],0.0,KA51R3627,0.8819496035575867
180,90,[64.20 211.20 494.00 518.00],"[77.0102310180664, 346.6089324951172, 168.99447631835938, 391.07212829589844]",0.7933528423309326,KA51NX5108,0.7377197742462158
180,91,[2.33 230.33 53.67 343.00],,,,
181,3,[551.20 316.40 663.80 479.80],[574.27 523.15 638.15 565.78],0.0,KL18R1138,0.967197835445404
181,55,[800.80 143.80 1273.00 581.40],"[1197.9083557128906, 484.37261962890625, 1280.0, 554.3906555175781]",0.37088871002197266,BMRCL,0.8989676237106323
181,59,[557.60 385.60 725.80 647.60],[573.43 524.42 637.81 566.27],0.0,18,0.9687582850456238
181,87,[641.80 244.60 833.40 448.00],"[714.2503662109375, 368.05699157714844, 783.5926208496094, 392.73060607910156]",0.7510582208633423,KA51R3627,0.8555949926376343
181,90,[78.40 210.60 494.80 507.80],[61.68 348.73 154.98 395.93],0.0,KA51NX5108,0.9523110389709473
182,3,[551.20 316.40 663.80 479.80],[571.84 521.49 635.73 565.33],0.0,KL18R1138,0.967197835445404
182,59,[538.60 376.20 702.60 634.00],"[570.6832046508789, 522.4221801757812, 635.2085876464844, 565.5993804931641]",0.8251190185546875,KL18R1138,0.8785468637943268
182,87,[642.80 244.00 829.80 446.80],[717.74 368.32 788.45 393.36],0.0,KA51R3627,0.8819496035575867
182,90,[52.40 209.60 495.40 527.80],"[46.344966888427734, 350.8493347167969, 140.97328186035156, 400.7801971435547]",0.8120763897895813,KA01NX5108,0.855667769908905
183,3,[548.40 334.80 663.20 513.20],"[569.4077758789062, 519.8412933349609, 633.3125, 564.8782501220703]",0.8399856090545654,KL18R1138,0.967197835445404
183,59,[556.40 381.80 724.80 645.80],[569.60 519.62 633.67 561.39],0.0,18,0.9687582850456238
183,87,[641.00 243.40 839.00 448.80],"[721.2306213378906, 368.57373809814453, 793.3160858154297, 393.98809814453125]",0.7534385919570923,KA51R3627,0.7988322973251343
183,90,[71.80 209.00 496.20 514.60],[29.51 353.01 125.03 404.59],0.0,KA51NX5108,0.9523110389709473
184,3,[548.40 334.80 663.20 513.20],[568.97 517.58 632.10 561.69],0.0,KL18R1138,0.967197835445404
184,59,[538.60 372.00 702.60 632.20],"[568.5076904296875, 516.8231658935547, 632.1402435302734, 557.1892852783203]",0.8022913336753845,KL18R1138,0.9480082392692566
184,87,[641.50 242.75 838.00 448.00],[725.77 368.77 798.59 394.65],0.0,KA51R3627,0.8819496035575867
184,90,[45.40 207.20 497.80 538.00],"[12.681839942932129, 355.17201232910156, 109.07706451416016, 408.4085235595703]",0.8226605653762817,KA01NX5108,0.8456774353981018
185,3,[545.60 354.20 661.60 545.80],"[568.5298385620117, 515.3127365112305, 630.8869094848633, 558.5087890625]",0.8214701414108276,KL18R1138,0.9417464733123779
185,59,[557.20 378.80 725.60 644.80],[568.36 514.86 631.12 554.48],0.0,18,0.9687582850456238
185,87,[640.00 242.33 844.67 449.33],"[730.3161773681641, 368.9684066772461, 803.870361328125, 395.3116149902344]",0.7350597977638245,KA51NS3527,0.855909526348114
185,90,[69.60 207.20 498.20 521.40],[6.34 358.37 92.72 413.36],0.0,KA51NX5108,0.9523110389709473
185,93,[1.50 610.50 198.00 717.00],,,,
186,3,[549.40 336.80 661.80 511.00],[569.00 513.95 629.81 556.75],0.0,KL18R1138,0.967197835445404
186,59,[557.20 378.80 725.60 644.80],"[568.2173042297363, 512.8915100097656, 630.1017150878906, 551.7667999267578]",0.8021933436393738,KL18R1138,0.9521976113319397
186,90,[43.20 205.20 501.20 550.20],"[0.0, 361.5656433105469, 76.36985778808594, 418.3115692138672]",0.775750458240509,KA01NX5108,0.833289384841919
186,93,[1.50 610.50 198.00 717.00],,,,
187,3,[545.60 356.20 659.80 542.80],"[569.461498260498, 512.5926361083984, 628.726921081543, 555.0007629394531]",0.7786585092544556,KL18R1138,0.9342547357082367
187,59,[576.20 388.20 748.80 658.40],[568.90 511.98 630.48 550.94],0.0,18,0.9687582850456238
187,90,[42.20 196.80 489.00 579.00],[0.00 370.28 58.71 422.86],0.0,KA51NX5108,0.9523110389709473
188,3,[548.40 337.80 660.40 509.40],[569.51 511.47 630.11 553.67],0.0,KL18R1138,0.967197835445404
188,59,[576.20 388.20 748.80 658.40],[569.57 511.07 630.87 550.11],0.0,18,0.9687582850456238
188,90,[42.20 196.80 489.00 579.00],"[0.0, 378.9923400878906, 41.043121337890625, 427.3997039794922]",0.701826274394989,KA01NX5108,0.9506368637084961
189,3,[545.00 357.40 658.60 540.60],"[569.5541648864746, 510.34840393066406, 631.4916000366211, 552.3388214111328]",0.7851371765136719,KL18R1138,0.927150547504425
189,59,[594.00 398.00 771.00 672.00],[570.25 510.15 631.25 549.29],0.0,18,0.9687582850456238
189,89,[653.33 245.67 899.67 464.33],"[752.9558868408203, 378.98194885253906, 830.4977416992188, 405.7235870361328]",0.7438114881515503,EXA55353527,0.8877082467079163
190,3,[546.00 347.75 659.25 523.75],[570.18 509.76 631.80 551.51],0.0,KL18R1138,0.967197835445404
190,59,[594.00 398.00 771.00 672.00],[570.93 509.24 631.63 548.46],0.0,18,0.9687582850456238
190,89,[653.00 245.50 898.50 463.75],[758.52 381.26 836.64 408.61],0.0,KA51NS3627,0.9483245611190796
191,3,[543.00 364.00 657.67 550.00],"[570.8108406066895, 509.1796569824219, 632.1144790649414, 550.680908203125]",0.7865588068962097,KL18R1138,0.9395847022533417
191,59,[579.00 388.60 749.20 657.00],[571.61 508.33 632.02 547.63],0.0,18,0.9687582850456238
191,89,[654.60 245.80 903.80 465.60],"[764.0790252685547, 383.5412292480469, 842.7894439697266, 411.48736572265625]",0.7450074553489685,EXA55353527,0.8535445332527161
192,59,[579.00 388.60 749.20 657.00],[572.29 507.42 632.40 546.80],0.0,18,0.9687582850456238
192,89,[654.60 245.80 903.80 465.60],[770.17 387.26 850.38 415.73],0.0,KA51NS3627,0.9483245611190796
193,59,[564.60 378.40 728.20 641.00],"[572.9683723449707, 506.5052795410156, 632.7825775146484, 545.9777679443359]",0.8128584623336792,KL18R1138,0.870384931564331
193,89,[658.40 246.40 913.40 469.20],"[776.2513275146484, 390.9690246582031, 857.9739074707031, 419.97882080078125]",0.7601267695426941,EXA55353527,0.8386572599411011
194,59,[564.60 378.40 728.20 641.00],[574.94 505.01 634.76 546.51],0.0,18,0.9687582850456238
194,89,[657.60 246.00 910.60 467.80],[783.67 394.00 866.27 423.30],0.0,KA51NS3627,0.9483245611190796
195,59,[551.20 366.60 708.40 623.80],"[576.9166297912598, 503.5098876953125, 636.7458267211914, 547.0517730712891]",0.809865415096283,KL18R1138,0.8007032871246338
195,89,[662.40 246.40 923.80 472.40],"[791.0835342407227, 397.0242614746094, 874.5645904541016, 426.6133270263672]",0.7564151883125305,EXA55353527,0.7916837930679321
196,59,[566.20 376.00 730.20 638.80],[578.72 501.93 638.25 544.87],0.0,18,0.9687582850456238
196,89,[660.60 246.00 917.80 470.20],[798.41 399.48 883.42 430.05],0.0,KA51NS3627,0.9483245611190796
197,59,[553.40 365.40 710.40 622.00],"[580.5311622619629, 500.35801696777344, 639.7634201049805, 542.6824798583984]",0.8180472254753113,KL18R1138,0.8552283048629761
197,89,[665.40 246.80 934.20 476.80],"[805.7464294433594, 401.94117736816406, 892.2679595947266, 433.48834228515625]",0.7599372267723083,EXA55353527,0.8463355898857117
198,59,[567.80 375.60 731.40 638.00],[581.82 499.26 640.35 540.75],0.0,18,0.9687582850456238
198,89,[661.60 246.20 924.60 473.20],[811.58 405.38 899.93 437.10],0.0,KA51NS3627,0.9483245611190796
199,59,[555.00 365.40 711.20 620.40],"[583.1077919006348, 498.1612854003906, 640.9449081420898, 538.8264007568359]",0.8154160976409912,KL18R1138,0.8893058001995087
199,89,[666.60 247.00 944.40 481.40],"[817.408203125, 408.81288146972656, 907.5999908447266, 440.7117156982422]",0.7514736652374268,KA51N3627,0.8696297407150269
200,59,[568.40 377.20 731.00 637.60],[582.50 496.81 640.53 537.51],0.0,18,0.9687582850456238
200,89,[661.80 246.60 931.20 476.80],[822.99 411.92 915.07 444.42],0.0,KA51NS3627,0.9483245611190796
201,59,[568.40 377.20 731.00 637.60],"[581.8861503601074, 495.45286560058594, 640.1155700683594, 536.2032012939453]",0.8274115920066833,KL18R1138,0.8364391326904297
201,89,[667.00 247.40 953.80 486.80],"[828.5663299560547, 415.02281188964844, 922.5415191650391, 448.1272277832031]",0.7559434771537781,KA51N3627,0.9015291929244995
202,59,[581.20 387.80 750.80 654.40],[579.45 494.04 636.84 534.42],0.0,18,0.9687582850456238
202,89,[662.20 246.60 937.40 480.20],[832.39 418.70 927.78 452.59],0.0,KA51NS3627,0.9483245611190796
203,59,[567.60 377.60 729.00 635.00],[577.02 492.62 633.56 532.63],0.0,18,0.9687582850456238
203,89,[667.20 247.40 962.60 492.20],"[836.2060241699219, 422.3798370361328, 933.0171661376953, 457.05458068847656]",0.7592269778251648,KA51NS3627,0.9034138917922974
204,59,[580.40 387.80 749.20 652.60],[574.59 491.21 630.28 530.84],0.0,18,0.9687582850456238
204,89,[662.20 246.60 942.80 484.00],[839.78 426.41 937.37 462.73],0.0,KA51NS3627,0.9483245611190796
205,59,[580.40 387.80 749.20 652.60],"[572.1610412597656, 489.7908477783203, 626.9962844848633, 529.0533599853516]",0.834982693195343,KL18R1138,0.8727931380271912
205,89,[666.60 247.80 970.20 497.60],"[843.3463592529297, 430.4481506347656, 941.7325439453125, 468.39808654785156]",0.7693462371826172,KA51NS3627,0.853600025177002
206,59,[580.40 387.80 749.20 652.60],[566.95 486.95 621.42 526.19],0.0,18,0.9687582850456238
206,89,[661.40 247.00 947.60 487.60],[845.58 435.65 946.40 473.46],0.0,KA51NS3627,0.9483245611190796
207,59,[580.40 387.80 749.20 652.60],[561.74 484.11 615.85 523.33],0.0,18,0.9687582850456238
207,89,[665.00 248.40 977.20 503.40],"[847.813720703125, 440.86090087890625, 951.0770568847656, 478.5241394042969]",0.7763688564300537,KA51NS3627,0.6942182183265686
208,59,[594.00 398.00 771.00 672.00],[556.53 481.28 610.28 520.48],0.0,18,0.9687582850456238
208,89,[660.00 247.60 952.00 491.40],[850.11 445.68 954.81 484.30],0.0,KA51NS3627,0.9483245611190796
209,59,[594.00 398.00 771.00 672.00],[551.31 478.44 604.71 517.62],0.0,18,0.9687582850456238
209,89,[662.60 248.80 983.40 509.00],"[852.4108428955078, 450.50428771972656, 958.5466918945312, 490.0755615234375]",0.750596284866333,KA51NS3627,0.94810950756073
210,59,[594.00 398.00 771.00 672.00],[546.10 475.60 599.14 514.76],0.0,18,0.9687582850456238
210,89,[658.20 247.60 956.00 495.40],[853.02 452.94 962.47 493.00],0.0,KA51NS3627,0.9483245611190796
211,59,[574.40 391.40 740.60 648.40],[540.89 472.76 593.57 511.90],0.0,18,0.9687582850456238
211,89,[660.20 248.00 989.40 514.80],"[853.6382904052734, 455.3659210205078, 966.4025573730469, 495.9260559082031]",0.7524178624153137,KA51NS3627,0.9225201606750488
212,59,[574.40 391.40 740.60 648.40],[535.68 469.92 588.00 509.04],0.0,18,0.9687582850456238
212,89,[656.60 246.60 959.80 499.00],[857.09 457.62 970.97 499.12],0.0,KA51NS3627,0.9483245611190796
213,59,[553.40 383.40 708.60 622.40],"[530.4653701782227, 467.08654022216797, 582.4235000610352, 506.1794891357422]",0.8202041983604431,KL18R1138,0.7123429775238037
213,89,[658.60 245.40 996.40 519.40],"[860.5494995117188, 459.86476135253906, 975.5432739257812, 502.3167724609375]",0.750421941280365,KA51NS3627,0.7675261497497559
214,59,[553.40 383.40 708.60 622.40],[527.06 461.44 577.91 499.51],0.0,18,0.9687582850456238
214,89,[656.00 244.20 965.00 501.80],[865.98 460.83 982.71 504.22],0.0,KA51NS3627,0.9483245611190796
215,59,[530.80 376.60 674.00 595.00],"[523.6531143188477, 455.7848815917969, 573.3947372436523, 492.8456573486328]",0.837830126285553,KL18R1138,0.6440075635910034
215,89,[656.00 244.20 965.00 501.80],"[871.4160308837891, 461.7956848144531, 989.8775939941406, 506.1233215332031]",0.7336656451225281,KA51RS3627,0.8270028829574585
216,59,[540.00 376.20 681.60 591.40],[520.02 450.85 569.02 487.52],0.0,18,0.9687582850456238
