frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
216,89,[656.00 240.40 974.20 505.00],[878.41 464.85 998.97 510.12],0.0,KA51NS3627,0.9483245611190796
216,90,[68.60 198.60 487.40 555.60],"[142.67259216308594, 482.2731018066406, 188.1886749267578, 512.2488708496094]",0.2737104892730713,KA01NX5108,0.6321424245834351
217,55,[842.20 128.00 1276.20 610.40],"[951.0, 469.8632507324219, 1009.1555290222168, 513.8202819824219]",0.7663449048995972,BMRCL,0.9594851732254028
217,59,[540.00 376.20 681.60 591.40],"[516.3921928405762, 445.9109420776367, 564.6463851928711, 482.1880187988281]",0.808462917804718,KL18R1138,0.7228654026985168
217,89,[656.00 240.40 974.20 505.00],[885.41 467.91 1008.07 514.13],0.0,KA51NS3627,0.9483245611190796
217,90,[68.60 198.60 487.40 555.60],[166.59 465.75 214.88 495.14],0.0,KA51NX5108,0.9523110389709473
218,55,[842.20 128.00 1276.20 610.40],[953.50 473.79 1020.98 520.20],0.0,BMRCL,0.9881882667541504
218,89,[656.40 237.00 985.20 510.20],"[892.4011993408203, 470.9730529785156, 1017.16259765625, 518.1283264160156]",0.7669255137443542,KA51NS3627,0.9316164255142212
218,90,[95.00 200.60 484.40 526.80],[190.51 449.22 241.56 478.04],0.0,KA51NX5108,0.9523110389709473
218,97,[211.67 238.33 275.00 313.00],,,,
219,55,[873.60 138.20 1275.60 612.60],"[956.0, 477.71380615234375, 1032.7995223999023, 526.5715942382812]",0.7085943818092346,BMRCL,0.9323832392692566
219,89,[656.40 237.00 985.20 510.20],[902.50 477.86 1030.72 525.75],0.0,KA51NS3627,0.9483245611190796
219,90,[122.00 210.00 496.00 478.00],[214.44 432.69 268.25 460.93],0.0,KA51NX5108,0.9523110389709473
219,97,[209.25 238.00 273.25 313.00],,,,
220,55,[854.25 145.25 1274.00 601.25],[959.50 485.70 1045.98 534.67],0.0,BMRCL,0.9881882667541504
220,89,[659.60 232.00 1039.20 540.40],"[912.6001129150391, 484.7449035644531, 1044.26904296875, 533.369873046875]",0.755016565322876,KA51NS3627,0.8964239358901978
220,90,[122.00 210.00 496.00 478.00],[238.36 416.16 294.94 443.82],0.0,KA51NX5108,0.9523110389709473
220,97,[207.40 238.00 272.00 313.00],,,,
221,55,[889.33 133.33 1276.67 627.00],"[963.0, 493.692626953125, 1059.1701431274414, 542.769775390625]",0.6619606614112854,3627,0.9420440196990967
221,89,[657.60 235.40 996.60 517.80],[925.44 493.12 1060.57 542.55],0.0,KA51NS3627,0.9483245611190796
221,90,[94.60 231.80 471.80 531.40],[262.28 399.63 321.63 426.72],0.0,KA51NX5108,0.9523110389709473
221,97,[203.80 237.80 269.20 312.60],,,,
222,89,[662.00 231.20 1058.20 556.00],"[938.2801818847656, 501.49920654296875, 1076.8798522949219, 551.7283325195312]",0.7510735988616943,KA51NS3627,0.8838780522346497
222,90,[87.75 237.25 465.75 544.75],[286.20 383.11 348.31 409.61],0.0,KA51NX5108,0.9523110389709473
222,97,[201.40 238.40 266.60 312.40],,,,
223,89,[659.60 235.80 1010.60 530.40],[954.84 512.21 1095.92 565.36],0.0,KA51NS3627,0.9483245611190796
223,90,[76.33 246.33 455.67 567.00],"[310.1202697753906, 366.5778045654297, 375.0, 392.5034942626953]",0.5912598371505737,KA01NX5108,0.5062934756278992
223,97,[200.40 239.40 264.60 312.20],,,,
224,89,[659.60 235.80 1010.60 530.40],"[971.3955383300781, 522.9224548339844, 1114.9608459472656, 578.9892578125]",0.7436617016792297,KA51NS3627,0.8952908515930176
224,97,[200.40 240.60 262.80 311.80],,,,
225,89,[656.40 240.80 956.60 500.20],[1002.14 537.71 1139.80 596.18],0.0,KA51NS3627,0.9483245611190796
225,97,[200.50 241.25 261.75 311.50],,,,
226,89,[656.40 240.80 956.60 500.20],[1032.88 552.50 1164.64 613.36],0.0,KA51NS3627,0.9483245611190796
226,97,[200.67 242.00 260.67 311.33],,,,
227,89,[658.00 237.60 971.80 510.80],[1063.62 567.29 1189.48 630.55],0.0,KA51NS3627,0.9483245611190796
228,89,[658.00 237.60 971.80 510.80],[1094.36 582.08 1214.32 647.74],0.0,KA51NS3627,0.9483245611190796
228,92,[243.00 222.00 526.00 453.00],"[292.2007255554199, 379.06065368652344, 366.58522033691406, 409.79058837890625]",0.7693561911582947,ACP1ZB4433,0.6360257863998413
229,89,[664.40 228.20 1049.80 560.20],"[1125.1012878417969, 596.8638610839844, 1239.158203125, 664.9219360351562]",0.6864691972732544,KA51NS3627,0.9186226725578308
229,92,[243.00 222.00 526.00 453.00],[287.52 381.59 363.20 413.19],0.0,UP14BW6443,0.8691309094429016
230,89,[667.50 224.00 1088.50 584.75],[1134.39 616.74 1259.58 686.96],0.0,KA51NS3627,0.9483245611190796
230,92,[239.60 221.20 528.40 456.20],[282.84 384.13 359.81 416.59],0.0,UP14BW6443,0.8691309094429016
231,89,[672.67 217.00 1153.00 625.67],"[1143.66943359375, 636.6171264648438, 1280.0, 709.0]",0.6489090323448181,KA51NS3627,0.9483245611190796
231,92,[239.60 221.20 528.40 456.20],[278.16 386.66 356.42 419.99],0.0,UP14BW6443,0.8691309094429016
232,92,[233.80 220.20 531.40 461.20],"[273.47791290283203, 389.1919860839844, 353.0329895019531, 423.3839569091797]",0.782728374004364,OP14BA6443,0.678696870803833
233,92,[233.80 220.20 531.40 461.20],[268.49 392.73 349.38 427.45],0.0,UP14BW6443,0.8691309094429016
234,92,[224.80 219.20 533.20 468.80],"[263.493408203125, 396.2694091796875, 345.7307891845703, 431.52223205566406]",0.7788453102111816,OP14BA6443,0.668281078338623
235,92,[228.20 220.00 530.80 465.60],[255.99 399.87 340.68 436.76],0.0,UP14BW6443,0.8691309094429016
235,103,[-1.00 547.33 232.67 716.00],,,,
236,92,[216.40 219.00 534.00 475.60],"[248.48194885253906, 403.4743194580078, 335.6340026855469, 442.0001220703125]",0.7574905753135681,OP14BA6443,0.6518821120262146
236,103,[-1.25 545.00 233.50 715.50],,,,
237,92,[222.20 220.00 531.00 470.60],[238.80 408.68 327.59 449.51],0.0,UP14BW6443,0.8691309094429016
237,103,[-1.40 542.60 234.00 715.00],,,,
238,92,[205.60 219.00 533.00 483.80],"[229.1150665283203, 413.89491271972656, 319.5475311279297, 457.01560974121094]",0.7803462147712708,UP14BB6443,0.7361081838607788
238,103,[-1.60 538.00 235.60 714.00],,,,
239,92,[214.60 220.00 531.20 476.20],[217.29 420.41 309.13 465.44],0.0,UP14BW6443,0.8691309094429016
239,103,[-2.00 534.00 236.00 713.20],,,,
240,92,[192.60 219.60 531.80 493.80],"[205.46642684936523, 426.9278564453125, 298.70375061035156, 473.867919921875]",0.7892777919769287,UP14BB6443,0.6143935918807983
240,103,[-2.60 531.00 235.20 712.80],,,,
241,92,[204.40 220.60 528.60 483.80],[190.72 437.23 285.67 483.13],0.0,UP14BW6443,0.8691309094429016
241,103,[-3.00 529.40 233.20 712.80],,,,
242,92,[176.20 221.60 527.80 506.80],"[175.96706008911133, 447.53187561035156, 272.6283874511719, 492.3936767578125]",0.7741167545318604,UP14BB6443,0.5066092610359192
242,103,[-3.60 530.00 230.20 713.40],,,,
243,92,[192.80 222.60 525.80 493.60],[159.30 458.66 258.67 507.14],0.0,UP14BW6443,0.8691309094429016
243,103,[-4.20 532.00 226.00 714.40],,,,
244,92,[157.80 224.40 523.60 521.80],"[142.63566970825195, 469.7878723144531, 244.70884704589844, 521.8845520019531]",0.7971096038818359,JP14BN6443,0.8411750793457031
244,103,[-4.40 535.00 221.40 715.40],,,,
244,109,[698.00 284.33 755.67 356.00],,,,
245,92,[179.80 224.80 523.00 504.20],[126.14 479.60 230.80 535.33],0.0,UP14BW6443,0.8691309094429016
245,103,[-4.00 537.80 217.60 716.00],,,,
245,109,[698.00 285.00 756.00 356.75],,,,
246,92,[137.20 227.20 519.20 538.40],"[109.6412353515625, 489.4111328125, 216.89389038085938, 548.7686157226562]",0.7920570969581604,JP14BN6443,0.8004587292671204
246,103,[-3.40 540.40 214.80 716.40],,,,
246,109,[698.00 285.60 756.40 357.20],,,,
247,92,[146.00 227.25 518.50 531.00],[90.71 500.37 199.62 562.53],0.0,UP14BW6443,0.8691309094429016
247,103,[-3.60 512.60 218.40 714.20],,,,
247,109,[697.80 286.60 757.60 358.40],,,,
248,92,[113.67 229.00 516.00 557.00],"[71.77336883544922, 511.32568359375, 182.34886169433594, 576.2926940917969]",0.811484694480896,UP14BW6443,0.8691309094429016
248,103,[-3.80 483.20 222.00 712.00],,,,
248,109,[697.60 287.20 758.60 358.80],,,,
249,109,[697.40 287.40 760.00 359.00],,,,
250,109,[697.00 287.40 761.40 359.00],,,,
251,109,[696.20 287.00 762.60 359.00],,,,
252,109,[695.20 286.80 763.20 358.80],,,,
253,109,[693.40 286.60 762.40 358.80],,,,
254,109,[691.40 286.20 761.00 358.60],,,,
255,109,[689.20 285.40 759.20 358.00],,,,
255,111,[499.00 262.00 614.00 386.00],"[537.3851051330566, 318.1162300109863, 582.2075271606445, 333.3828887939453]",0.6519972681999207,AOAUS,0.5757867693901062
256,109,[686.80 284.00 756.60 356.40],,,,
256,111,[499.00 262.00 614.00 386.00],[530.36 317.30 576.34 333.11],0.0,SKASIRROSOZ,0.8366032242774963
257,109,[684.00 282.20 753.00 354.40],,,,
257,111,[499.00 262.00 614.00 386.00],[523.33 316.49 570.47 332.84],0.0,SKASIRROSOZ,0.8366032242774963
258,109,[680.80 280.00 749.60 352.00],,,,
258,111,[499.00 262.00 614.00 386.00],[516.30 315.67 564.60 332.57],0.0,SKASIRROSOZ,0.8366032242774963
259,109,[677.20 277.80 745.40 349.60],,,,
259,111,[499.00 262.00 614.00 386.00],[509.27 314.86 558.73 332.29],0.0,SKASIRROSOZ,0.8366032242774963
260,107,[700.00 269.67 962.33 450.00],"[849.3287048339844, 351.0722198486328, 914.8015594482422, 374.22486877441406]",0.7042301893234253,ADIRUSE,0.6602259874343872
260,109,[672.60 275.60 740.60 347.20],,,,
260,111,[499.00 262.00 614.00 386.00],[502.24 314.05 552.87 332.02],0.0,SKASIRROSOZ,0.8366032242774963
261,107,[700.75 270.00 962.25 449.75],[848.75 350.98 915.52 374.24],0.0,KA01NS4956,0.8670215606689453
261,109,[667.60 274.00 735.60 345.60],,,,
261,111,[485.40 258.80 610.40 388.40],[495.21 313.23 547.00 331.75],0.0,SKASIRROSOZ,0.8366032242774963
262,107,[697.20 268.80 962.40 450.40],"[848.1725311279297, 350.88622283935547, 916.2469177246094, 374.2609634399414]",0.7043585777282715,ADIRUSE,0.6486385464668274
262,109,[662.40 272.40 730.80 344.20],,,,
262,111,[485.40 258.80 610.40 388.40],[488.18 312.42 541.13 331.48],0.0,SKASIRROSOZ,0.8366032242774963
263,107,[697.20 268.80 962.40 450.40],[848.53 350.86 917.12 374.05],0.0,KA01NS4956,0.8670215606689453
263,109,[658.00 270.80 726.40 342.80],,,,
263,111,[468.60 255.20 605.20 391.60],"[481.14588165283203, 311.6034469604492, 535.2611465454102, 331.2069549560547]",0.7091584205627441,AOAUS,0.5393781065940857
264,107,[692.20 267.00 963.60 451.80],"[848.8784790039062, 350.83020782470703, 917.9860534667969, 373.83607482910156]",0.7638224959373474,KO01S6956,0.75057452917099
264,109,[653.80 269.00 722.40 340.40],,,,
264,111,[468.60 255.20 605.20 391.60],[475.00 312.11 529.69 331.98],0.0,SKASIRROSOZ,0.8366032242774963
265,107,[694.00 267.80 963.40 451.20],[849.63 351.23 920.16 375.65],0.0,KA01NS4956,0.8670215606689453
265,109,[650.40 267.20 718.80 337.00],,,,
265,111,[448.80 251.40 598.60 396.00],"[468.8631019592285, 312.6116638183594, 524.1133880615234, 332.75341033935547]",0.6770656704902649,FB51OT3507,0.6845215559005737
266,107,[687.60 265.80 965.40 453.40],"[850.3803253173828, 351.62232208251953, 922.329345703125, 377.4544982910156]",0.770686149597168,IR4B1854956,0.7569992542266846
266,109,[647.40 265.60 715.40 332.80],,,,
266,111,[462.40 254.60 602.20 393.60],[462.44 313.31 519.26 333.74],0.0,SKASIRROSOZ,0.8366032242774963
267,107,[691.60 267.20 965.20 452.60],[851.75 352.82 923.68 379.08],0.0,KA01NS4956,0.8670215606689453
267,109,[644.60 264.20 712.20 328.40],,,,
267,111,[439.80 250.40 594.20 398.80],"[456.01479721069336, 314.01114654541016, 514.3996276855469, 334.72987365722656]",0.7253695726394653,FB51OT3507,0.5529524087905884
267,116,[109.67 255.67 253.33 336.33],,,,
268,107,[684.20 265.00 968.20 455.80],"[853.1286468505859, 354.01731872558594, 925.0337066650391, 380.71309661865234]",0.7361921072006226,IR4B1854956,0.6766263246536255
268,109,[641.60 263.00 709.00 324.20],,,,
268,111,[456.60 254.00 599.40 395.60],[449.21 314.35 507.91 335.31],0.0,SKASIRROSOZ,0.8366032242774963
268,116,[99.50 256.00 250.75 339.50],,,,
269,107,[689.20 266.80 967.00 454.40],[853.90 354.93 927.04 381.71],0.0,KA01NS4956,0.8670215606689453
269,109,[638.20 262.60 705.60 321.40],,,,
269,111,[430.80 249.20 590.00 401.60],"[442.40673828125, 314.69019317626953, 501.42581939697266, 335.8944778442383]",0.7435796856880188,FB51OT3507,0.5721219778060913
269,116,[88.80 255.60 247.20 342.20],,,,
270,107,[680.60 264.20 970.60 458.20],"[854.6709899902344, 355.84215545654297, 929.0536804199219, 382.707275390625]",0.7357715964317322,KA01NS4556,0.7211304903030396
270,109,[635.00 262.40 702.40 319.80],,,,
270,110,[933.33 644.00 1130.33 717.67],,,,
270,111,[450.60 253.00 596.60 397.20],[435.43 315.20 495.87 337.21],0.0,SKASIRROSOZ,0.8366032242774963
270,116,[66.60 254.80 239.80 347.40],,,,
271,59,[549.00 378.60 689.20 591.80],"[572.5066013336182, 457.4832000732422, 621.0616455078125, 488.65308380126953]",0.746354341506958,0,0.5239355564117432
271,107,[687.00 266.20 968.60 456.00],[855.84 356.86 931.46 384.52],0.0,KA01NS4956,0.8670215606689453
271,109,[632.00 262.40 699.60 319.00],,,,
271,110,[934.25 644.50 1130.25 717.50],,,,
271,111,[421.80 247.80 586.00 404.20],"[428.44559478759766, 315.7117462158203, 490.31275939941406, 338.5274429321289]",0.7428624629974365,FB51OT3507,0.6790987253189087
271,116,[49.40 253.80 233.20 352.00],,,,
272,59,[549.00 378.60 689.20 591.80],[570.40 463.12 621.02 494.83],0.0,18,0.9687582850456238
272,107,[677.60 263.80 973.40 460.80],"[857.0184631347656, 357.880126953125, 933.857421875, 386.33697509765625]",0.7348109483718872,KA01NS4556,0.6848661303520203
272,109,[629.80 262.60 697.20 318.60],,,,
272,110,[936.20 644.60 1131.40 717.20],,,,
272,111,[444.40 252.00 594.00 399.00],[422.47 316.23 485.31 339.51],0.0,SKASIRROSOZ,0.8366032242774963
272,116,[36.00 252.60 226.60 355.40],,,,
272,120,[224.67 303.33 310.33 430.67],,,,
273,59,[558.60 382.60 699.00 597.00],"[568.3002319335938, 468.75389862060547, 620.9714965820312, 501.00758361816406]",0.8185855150222778,PY,0.5558077096939087
273,107,[685.00 266.00 970.40 457.60],[859.24 359.44 937.19 388.32],0.0,KA01NS4956,0.8670215606689453
273,109,[627.80 262.60 695.00 318.00],,,,
273,110,[938.80 644.80 1133.00 716.80],,,,
273,111,[412.80 246.40 582.00 407.00],"[416.4883460998535, 316.7516555786133, 480.31707763671875, 340.48584747314453]",0.7271295189857483,MA50AS0502,0.7487517595291138
273,116,[23.20 250.80 219.00 357.40],,,,
273,120,[221.50 302.25 308.50 431.00],,,,
274,59,[569.00 389.60 721.80 624.20],[566.73 474.75 621.29 508.49],0.0,18,0.9687582850456238
274,107,[675.00 263.20 976.40 463.20],"[861.458251953125, 360.9987030029297, 940.5144653320312, 390.29722595214844]",0.7346742153167725,KA01NS4556,0.6893741488456726
274,109,[626.00 262.60 693.20 317.80],,,,
274,111,[438.60 251.20 591.40 401.00],[410.85 317.43 476.21 341.52],0.0,SKASIRROSOZ,0.8366032242774963
274,116,[14.20 249.20 212.00 358.40],,,,
274,120,[218.40 301.40 306.60 431.20],,,,
275,59,[554.60 384.60 696.60 602.80],"[565.1573905944824, 480.7367858886719, 621.6002655029297, 515.98095703125]",0.8033379316329956,F8138,0.5859964489936829
275,107,[683.60 265.80 972.80 459.40],[863.68 361.58 943.15 391.04],0.0,KA01NS4956,0.8670215606689453
275,109,[624.60 262.80 691.80 318.20],,,,
275,111,[405.20 245.00 578.80 409.40],"[405.2033920288086, 318.1072540283203, 472.0953826904297, 342.5513229370117]",0.7343719005584717,HS1NRC502,0.7781717777252197
275,116,[8.20 247.60 206.00 358.40],,,,
275,118,[-7.00 174.00 202.67 313.33],,,,
275,120,[212.80 299.80 303.20 431.80],,,,
276,59,[566.60 390.20 721.00 628.40],[564.51 484.14 621.28 521.64],0.0,18,0.9687582850456238
276,103,[-4.40 456.40 224.60 711.60],,,,
276,107,[673.00 262.80 979.40 465.60],"[865.9027404785156, 362.1629867553711, 945.7842102050781, 391.7926025390625]",0.7347928881645203,KA01NS4556,0.7155449390411377
276,109,[623.20 262.80 690.60 319.40],,,,
276,111,[434.00 250.20 589.40 402.40],[402.39 318.32 470.35 342.58],0.0,SKASIRROSOZ,0.8366032242774963
276,116,[3.80 246.40 200.00 358.20],,,,
276,118,[-7.00 174.00 202.67 313.33],,,,
276,120,[208.00 298.20 301.20 431.60],,,,
277,59,[566.60 390.20 721.00 628.40],"[563.8528938293457, 487.53765869140625, 620.9557647705078, 527.2930908203125]",0.8133847713470459,AI87I8538,0.5983021855354309
277,103,[-5.40 431.00 226.20 711.80],,,,
277,107,[682.40 265.20 974.60 460.80],[866.30 362.27 946.89 392.08],0.0,KA01NS4956,0.8670215606689453
277,109,[622.25 262.75 690.00 320.00],,,,
277,111,[398.40 243.60 575.80 411.40],"[399.5693664550781, 318.52449798583984, 468.60302734375, 342.6038131713867]",0.7127816677093506,SERSIRROSAZ,0.8039007782936096
277,116,[0.20 245.20 193.80 357.40],,,,
277,118,[-7.00 174.00 202.67 313.33],,,,
277,120,[203.60 297.20 299.20 431.40],,,,
278,59,[579.60 393.00 745.80 650.60],[562.49 492.74 620.76 532.36],0.0,18,0.9687582850456238
278,103,[-6.40 408.00 227.00 712.60],,,,
278,107,[671.20 261.80 981.80 467.40],"[866.6872711181641, 362.3756637573242, 947.9888916015625, 392.3711853027344]",0.7306149005889893,KA01NS4956,0.8670215606689453
278,109,[621.33 263.00 689.67 321.33],,,,
278,111,[430.00 249.20 587.80 403.40],[393.85 318.40 463.82 343.13],0.0,SKASIRROSOZ,0.8366032242774963
278,116,[-1.80 244.20 188.60 356.60],,,,
278,120,[200.20 296.80 297.80 431.20],,,,
278,123,[-1.67 167.33 181.00 313.00],,,,
279,59,[562.00 385.80 720.40 632.60],[561.13 497.94 620.56 537.42],0.0,18,0.9687582850456238
279,103,[-6.60 416.20 221.40 716.00],,,,
279,107,[681.20 264.60 975.80 461.80],[867.20 362.31 948.82 392.69],0.0,KA01NS4956,0.8670215606689453
279,111,[393.20 242.00 574.20 412.80],"[388.13275146484375, 318.2778015136719, 459.0467987060547, 343.6471862792969]",0.7338832020759583,SKASIRROSOZ,0.8366032242774963
279,116,[-3.60 243.40 183.20 355.80],,,,
279,120,[197.40 296.40 297.00 430.20],,,,
279,123,[-1.75 166.75 178.50 312.00],,,,
280,59,[572.00 389.00 739.25 649.50],[559.77 503.13 620.36 542.48],0.0,18,0.9687582850456238
280,103,[-6.60 426.60 216.20 719.20],,,,
280,107,[669.60 261.00 983.20 468.60],"[867.7055511474609, 362.25086212158203, 949.6591796875, 393.0057067871094]",0.7342308759689331,KA01NS4956,0.7767530679702759
280,111,[408.50 244.75 580.00 409.00],[385.19 317.89 457.04 343.42],0.0,SKASIRROSOZ,0.8366032242774963
280,116,[-5.20 242.80 177.80 354.80],,,,
280,120,[194.80 296.40 296.40 429.00],,,,
280,123,[-1.60 166.40 177.20 311.40],,,,
281,59,[564.67 386.00 728.67 642.00],"[558.4102897644043, 508.33314514160156, 620.1664123535156, 547.54296875]",0.8125529885292053,18,0.9687582850456238
281,103,[-6.50 431.25 213.75 720.25],,,,
281,107,[674.50 262.25 980.25 465.75],[868.00 362.28 949.98 392.94],0.0,KA01NS4956,0.8670215606689453
281,110,[940.00 644.75 1133.50 716.50],,,,
281,111,[378.33 239.00 568.67 416.67],"[382.2559509277344, 317.50144958496094, 455.04248046875, 343.19635009765625]",0.7454999685287476,SKASIRROSOZ,0.7887927889823914
281,116,[-6.25 242.50 175.00 354.25],,,,
281,120,[193.50 296.75 295.75 428.75],,,,
281,123,[-1.50 166.00 174.75 310.50],,,,
281,125,[618.00 259.00 690.00 336.50],,,,
282,103,[-6.33 436.67 211.67 721.33],,,,
282,107,[665.00 259.33 986.33 471.33],"[868.2915802001953, 362.31336212158203, 950.2920227050781, 392.8775634765625]",0.7319210171699524,KA01NS4956,0.7812183499336243
282,110,[941.67 645.00 1134.33 716.33],,,,
282,116,[-7.00 242.33 172.67 354.00],,,,
282,120,[192.67 296.67 295.67 428.00],,,,
282,123,[-1.33 165.67 173.33 310.00],,,,
282,125,[618.00 259.00 690.00 336.50],,,,
