frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
112,56,"[-16, 63, 385, 551]",,,,
112,2,"[607, 435, 765, 675]",,,,
113,65,"[391, 261, 551, 400]",,,,
113,62,"[556, 327, 622, 456]",,,,
113,56,"[-18, 51, 376, 563]",,,,
113,2,"[607, 429, 764, 672]",,,,
114,65,"[379, 257, 543, 400]",,,,
114,62,"[551, 318, 620, 453]","[561.97926902771, 375.82061767578125, 593.1678276062012, 395.4197769165039]",0.6613457798957825,11,0.5841710567474365
114,56,"[-19, 42, 366, 575]",,,,
114,41,"[-5, 572, 163, 716]",,,,
114,2,"[604, 419, 762, 668]",,,,
115,65,"[367, 256, 535, 401]",,,,
115,62,"[545, 316, 613, 453]",,,,
115,56,"[-21, 30, 353, 583]",,,,
115,41,"[0, 569, 173, 716]",,,,
115,2,"[605, 420, 762, 670]",,,,
116,65,"[356, 254, 528, 402]",,,,
116,62,"[541, 311, 611, 451]",,,,
116,56,"[-21, 25, 342, 594]",,,,
116,41,"[-4, 568, 162, 716]",,,,
116,2,"[601, 412, 759, 667]",,,,
117,65,"[346, 252, 522, 403]",,,,
117,62,"[538, 308, 609, 449]",,,,
117,56,"[-21, 22, 330, 599]",,,,
117,41,"[-6, 566, 154, 716]",,,,
117,2,"[599, 413, 757, 668]","[653.0763397216797, 576.5111236572266, 727.1593322753906, 627.2820434570312]",0.7887250185012817,1,0.9548546075820923
118,65,"[337, 251, 518, 404]","[389.0006446838379, 316.60123443603516, 448.9894561767578, 336.9017333984375]",0.4575042724609375,C0152,0.6171274185180664
118,62,"[535, 307, 607, 450]",,,,
118,56,"[-21, 6, 317, 572]",,,,
118,2,"[599, 417, 757, 671]",,,,
119,65,"[330, 250, 516, 408]",,,,
119,62,"[534, 308, 606, 450]",,,,
119,56,"[-20, -1, 306, 551]",,,,
119,2,"[600, 418, 758, 671]",,,,
120,65,"[321, 249, 513, 410]","[377.2000427246094, 317.6520233154297, 440.32202911376953, 340.17081451416016]",0.3920394778251648,CI01B30192,0.8127551078796387
120,62,"[533, 305, 606, 449]",,,,
120,56,"[-18, 2, 297, 552]",,,,
120,2,"[600, 416, 760, 670]",,,,
121,65,"[315, 248, 512, 413]",,,,
121,62,"[533, 304, 607, 446]",,,,
121,56,"[-17, 2, 288, 551]",,,,
122,65,"[307, 247, 509, 415]","[366.0581932067871, 317.3691177368164, 433.1770477294922, 341.8397674560547]",0.47271865606307983,CI01B30192,0.636560320854187
122,62,"[533, 303, 608, 445]",,,,
122,56,"[-17, 7, 280, 557]",,,,
123,65,"[301, 244, 507, 417]",,,,
123,62,"[535, 302, 611, 443]",,,,
123,56,"[-17, 9, 267, 562]",,,,
124,65,"[294, 241, 507, 419]","[354.00817108154297, 318.74036407470703, 426.10105895996094, 343.1620559692383]",0.6405906081199646,KA01NJ0152,0.8161343336105347
124,62,"[534, 291, 613, 439]",,,,
124,56,"[-16, 6, 259, 558]",,,,
124,2,"[603, 412, 768, 667]","[673.4352493286133, 574.9746551513672, 742.8844451904297, 618.7354583740234]",0.7039862275123596,1,0.8489225506782532
125,82,"[219, 242, 275, 298]",,,,
125,65,"[287, 240, 505, 423]",,,,
125,56,"[-16, 7, 249, 564]",,,,
125,41,"[8, 563, 185, 718]",,,,
125,2,"[604, 413, 770, 666]",,,,
126,82,"[211, 240, 273, 297]",,,,
126,69,"[537, 330, 613, 442]",,,,
126,65,"[280, 238, 503, 426]","[341.87764739990234, 321.9963073730469, 417.39732360839844, 346.12100982666016]",0.7104495763778687,KA01NJ0152,0.827680766582489
126,56,"[-16, 12, 238, 571]",,,,
126,41,"[8, 563, 195, 719]",,,,
126,2,"[603, 412, 771, 665]","[675.2511291503906, 572.6388702392578, 749.8797912597656, 620.4400177001953]",0.7600356936454773,1,0.8448058366775513
127,82,"[202, 236, 271, 297]",,,,
127,81,"[228, 200, 304, 279]",,,,
127,65,"[272, 237, 501, 429]",,,,
127,56,"[-16, 12, 227, 576]",,,,
127,2,"[601, 412, 771, 665]",,,,
128,82,"[197, 234, 271, 297]",,,,
128,81,"[237, 195, 336, 280]",,,,
128,80,"[480, 253, 521, 301]",,,,
128,65,"[264, 237, 499, 431]","[326.2069511413574, 326.1520767211914, 407.8238983154297, 352.9147415161133]",0.7406957745552063,KA01NJ0152,0.8796936273574829
128,56,"[-17, 27, 214, 584]",,,,
128,2,"[594, 385, 770, 655]","[675.4806060791016, 574.8174285888672, 746.7868804931641, 625.6250457763672]",0.7609739899635315,1,0.767027735710144
129,82,"[192, 233, 271, 298]",,,,
129,81,"[238, 194, 350, 280]",,,,
129,80,"[480, 253, 521, 301]",,,,
129,65,"[255, 237, 497, 436]",,,,
129,56,"[-18, 67, 200, 602]",,,,
129,2,"[590, 370, 771, 653]",,,,
130,82,"[188, 233, 271, 298]",,,,
130,80,"[481, 255, 522, 302]",,,,
130,69,"[539, 320, 612, 443]",,,,
130,65,"[246, 238, 496, 441]","[310.62110137939453, 331.1196823120117, 396.82801818847656, 359.986328125]",0.7161937952041626,KA01NJ0152,0.8180511593818665
130,56,"[-19, 84, 185, 603]",,,,
130,2,"[588, 364, 771, 655]","[678.0585098266602, 576.1411285400391, 749.5594635009766, 620.3065490722656]",0.78443843126297,1,0.631737619638443
131,82,"[184, 233, 273, 299]",,,,
131,80,"[482, 255, 523, 300]",,,,
131,69,"[539, 319, 611, 443]",,,,
131,65,"[237, 239, 499, 448]",,,,
131,56,"[-20, 106, 169, 617]",,,,
132,84,"[607, 243, 683, 306]",,,,
132,82,"[180, 232, 271, 300]",,,,
132,69,"[539, 317, 611, 444]",,,,
132,65,"[227, 240, 497, 455]","[293.08441162109375, 337.3260803222656, 385.61732482910156, 367.0718231201172]",0.7274274230003357,KA01NJ0152,0.8764613270759583
132,56,"[-21, 102, 152, 599]",,,,
133,84,"[609, 245, 684, 306]",,,,
133,82,"[175, 234, 270, 300]",,,,
133,69,"[538, 314, 610, 444]",,,,
133,65,"[215, 240, 494, 461]",,,,
133,56,"[-21, 106, 136, 591]",,,,
134,78,"[735, 138, 1275, 600]",,,,
134,69,"[536, 318, 607, 448]",,,,
134,65,"[203, 240, 493, 468]","[273.44647216796875, 345.95479583740234, 371.7301788330078, 378.57032775878906]",0.7334617376327515,KA01NJ0152,0.8394083976745605
135,78,"[735, 139, 1277, 613]",,,,
135,69,"[536, 322, 607, 451]",,,,
135,65,"[190, 241, 491, 477]",,,,
136,87,"[157, 234, 244, 302]",,,,
136,69,"[535, 321, 607, 450]",,,,
136,65,"[176, 241, 490, 485]","[242.9430923461914, 353.2125473022461, 352.80812072753906, 390.00885009765625]",0.7457112669944763,KA01NJ0152,0.8034084439277649
137,89,"[0, 219, 107, 316]",,,,
137,87,"[156, 233, 249, 301]",,,,
137,65,"[161, 241, 490, 494]",,,,
138,89,"[-3, 219, 106, 317]",,,,
138,87,"[152, 232, 247, 300]",,,,
138,84,"[604, 245, 683, 307]",,,,
138,65,"[142, 240, 486, 503]","[211.36141204833984, 361.6787414550781, 326.6999969482422, 400.9333038330078]",0.7534928917884827,KA01NJ0152,0.8709877729415894
139,89,"[-5, 218, 100, 315]",,,,
139,87,"[147, 231, 244, 297]",,,,
139,84,"[602, 244, 683, 308]",,,,
139,77,"[601, 415, 774, 667]","[679.3893737792969, 578.9694519042969, 750.8835906982422, 627.0968475341797]",0.6546817421913147,KL18R1138,0.8958382308483124
139,65,"[122, 241, 482, 514]",,,,
139,62,"[524, 288, 608, 444]",,,,
140,89,"[-6, 219, 92, 313]",,,,
140,87,"[144, 227, 233, 288]",,,,
140,84,"[600, 241, 680, 306]",,,,
140,77,"[604, 418, 776, 667]",,,,
140,65,"[101, 240, 479, 526]","[167.78611755371094, 372.7808532714844, 294.81065368652344, 415.79954528808594]",0.7448806762695312,KA01NJ0152,0.8626020550727844
141,89,"[-7, 216, 86, 308]",,,,
141,80,"[479, 256, 524, 300]",,,,
141,77,"[605, 421, 777, 668]","[679.5209121704102, 577.9060516357422, 751.9159088134766, 628.6471710205078]",0.7833849191665649,KL18R1138,0.88089519739151
141,65,"[81, 239, 478, 538]",,,,
142,89,"[-7, 216, 78, 305]",,,,
142,80,"[481, 253, 527, 299]",,,,
142,77,"[606, 422, 778, 667]",,,,
142,69,"[522, 307, 597, 439]",,,,
142,65,"[54, 239, 476, 554]","[120.89311981201172, 386.2783203125, 259.3315887451172, 434.7683410644531]",0.7360721230506897,KA01NJ0152,0.9355006217956543
143,89,"[-7, 215, 71, 303]",,,,
143,80,"[482, 252, 528, 299]",,,,
143,77,"[605, 420, 779, 666]","[681.408203125, 578.205810546875, 755.8842926025391, 629.068359375]",0.7289794087409973,KL18R1138,0.7632059752941132
143,65,"[29, 239, 476, 574]",,,,
144,89,"[-7, 216, 63, 302]",,,,
144,84,"[598, 238, 683, 306]",,,,
144,80,"[484, 252, 529, 300]",,,,
144,77,"[603, 416, 779, 664]",,,,
144,65,"[13, 240, 479, 593]","[66.74441909790039, 404.6567687988281, 215.19009399414062, 461.78880310058594]",0.7635685205459595,KA01MJ0152,0.9496415257453918
145,89,"[-7, 216, 56, 302]",,,,
145,84,"[598, 237, 683, 307]",,,,
145,80,"[485, 252, 530, 301]",,,,
145,77,"[603, 415, 781, 665]","[683.1277923583984, 577.9383544921875, 755.5020294189453, 625.4965667724609]",0.7176607847213745,KL18R1138,0.7519993484020233
145,65,"[4, 248, 486, 631]",,,,
145,62,"[515, 288, 601, 438]",,,,
146,89,"[-7, 221, 48, 308]",,,,
146,80,"[487, 250, 531, 300]",,,,
146,77,"[604, 417, 782, 665]",,,,
146,65,"[-1, 244, 487, 649]","[0.17401383817195892, 430.4267578125, 156.11465454101562, 496.3481750488281]",0.6445409059524536,KA01MJ0152,0.901932418346405
147,80,"[487, 249, 531, 300]",,,,
147,77,"[605, 419, 782, 666]","[682.2486267089844, 577.3189697265625, 753.8102416992188, 627.2471160888672]",0.7819967865943909,KL18R1138,0.7687129974365234
147,65,"[-5, 243, 489, 672]",,,,
148,95,"[423, 231, 499, 343]",,,,
148,77,"[604, 418, 781, 665]",,,,
148,69,"[512, 306, 591, 435]",,,,
148,65,"[-8, 239, 488, 690]","[0.0, 483.36253356933594, 78.4377670288086, 551.5432739257812]",0.4903588593006134,KA01MJ0152,0.9946654438972473
149,95,"[421, 231, 497, 345]",,,,
149,77,"[604, 417, 779, 663]","[681.1664733886719, 576.1799621582031, 753.9624633789062, 626.3226470947266]",0.7666574120521545,KL18R1138,0.7422725260257721
149,69,"[512, 308, 589, 435]",,,,
149,65,"[-9, 235, 487, 702]",,,,
150,95,"[420, 231, 496, 346]",,,,
150,77,"[602, 416, 776, 660]",,,,
150,69,"[512, 310, 587, 435]",,,,
150,65,"[-10, 230, 485, 710]",,,,
151,95,"[417, 231, 495, 348]",,,,
151,80,"[482, 243, 528, 299]",,,,
151,77,"[601, 413, 774, 657]","[677.8500442504883, 573.5417785644531, 751.4587097167969, 625.2323608398438]",0.8082147240638733,KL18R1138,0.7834985554218292
151,69,"[511, 306, 586, 432]",,,,
151,65,"[-10, 225, 483, 714]",,,,
152,95,"[376, 220, 483, 351]",,,,
152,80,"[481, 242, 527, 300]",,,,
152,77,"[600, 414, 771, 658]",,,,
152,69,"[510, 310, 584, 432]",,,,
152,65,"[-10, 226, 480, 720]",,,,
152,2,"[583, 335, 775, 658]","[674.3243865966797, 570.3530426025391, 750.2247009277344, 622.8375854492188]",0.813987672328949,KL18R5138,0.8336348533630371
153,95,"[350, 215, 481, 352]",,,,
153,80,"[479, 242, 526, 301]",,,,
153,77,"[602, 413, 771, 655]","[673.6071701049805, 567.3534088134766, 744.2389831542969, 615.8993530273438]",0.7845531105995178,KL18R1138,0.7917681932449341
153,69,"[510, 310, 583, 430]",,,,
153,65,"[-10, 223, 477, 721]",,,,
154,97,"[396, 224, 497, 347]",,,,
154,95,"[334, 210, 482, 352]",,,,
154,80,"[479, 242, 524, 300]",,,,
154,77,"[600, 413, 767, 652]",,,,
154,69,"[509, 307, 582, 425]",,,,
154,65,"[-10, 218, 474, 721]",,,,
155,95,"[324, 212, 484, 354]",,,,
155,80,"[479, 240, 523, 299]",,,,
155,77,"[596, 413, 763, 651]","[667.5760650634766, 557.2631225585938, 737.1750793457031, 606.1327209472656]",0.8064727187156677,KL18R1138,0.8496823310852051
155,69,"[505, 303, 578, 421]",,,,
155,65,"[-10, 215, 471, 721]",,,,
156,95,"[316, 213, 486, 356]",,,,
156,80,"[479, 240, 522, 298]",,,,
156,77,"[591, 414, 758, 651]",,,,
156,69,"[503, 304, 576, 420]",,,,
156,65,"[-10, 208, 467, 720]",,,,
157,95,"[305, 212, 486, 358]",,,,
157,80,"[480, 240, 520, 299]",,,,
157,77,"[590, 413, 755, 646]","[656.2982559204102, 550.7193450927734, 727.7841796875, 599.7137908935547]",0.780555784702301,KL18R1138,0.7304705381393433
157,69,"[501, 301, 573, 418]",,,,
157,65,"[-10, 208, 463, 722]",,,,
158,95,"[292, 211, 484, 360]",,,,
158,80,"[480, 236, 517, 293]",,,,
158,77,"[581, 407, 746, 640]",,,,
158,69,"[500, 301, 571, 417]",,,,
158,65,"[-11, 203, 458, 721]",,,,
159,95,"[278, 213, 482, 366]",,,,
159,77,"[573, 406, 738, 637]","[644.3186950683594, 545.1886291503906, 714.03515625, 596.4954986572266]",0.8122034668922424,KL18R1138,0.823926568031311
159,69,"[496, 298, 569, 416]",,,,
159,65,"[-11, 200, 452, 721]",,,,
160,95,"[266, 214, 481, 371]",,,,
160,77,"[566, 398, 730, 632]",,,,
160,69,"[495, 293, 569, 414]","[519.1212501525879, 348.904296875, 547.6967430114746, 366.5799331665039]",0.3800382912158966,47,0.5024008750915527
160,65,"[-12, 196, 445, 720]",,,,
161,95,"[253, 217, 480, 382]",,,,
161,77,"[563, 401, 724, 632]","[633.2543258666992, 541.5639495849609, 699.8034820556641, 591.4369049072266]",0.8202548027038574,KL18R1138,0.9847166538238525
161,69,"[492, 290, 565, 414]",,,,
161,65,"[-12, 195, 438, 721]",,,,
162,95,"[242, 222, 480, 397]",,,,
162,77,"[558, 404, 718, 632]",,,,
162,69,"[492, 270, 569, 408]",,,,
162,65,"[-11, 196, 433, 722]",,,,
163,95,"[230, 224, 480, 412]","[284.57421493530273, 299.85843658447266, 317.82518768310547, 323.36466217041016]",0.13985824584960938,108,0.5597593188285828
163,77,"[555, 404, 714, 630]","[624.6178894042969, 539.4359588623047, 688.0980377197266, 586.2930755615234]",0.7706466913223267,KL18R5138,0.8118107914924622
163,69,"[491, 282, 566, 418]",,,,
163,65,"[-12, 199, 427, 724]",,,,
164,101,"[663, 241, 772, 426]",,,,
164,95,"[217, 224, 479, 424]",,,,
164,77,"[552, 406, 710, 630]",,,,
164,69,"[491, 251, 568, 404]",,,,
164,65,"[-12, 202, 420, 725]",,,,
165,101,"[659, 241, 775, 428]",,,,
165,95,"[205, 224, 480, 434]","[241.91969299316406, 302.93556213378906, 304.6973114013672, 330.5482864379883]",0.6742963790893555,AO01BI9108,0.6543624997138977
165,77,"[549, 408, 706, 630]","[618.2480773925781, 538.1254730224609, 683.5389862060547, 584.5617523193359]",0.7855609059333801,KL18R5138,0.5881702303886414
165,65,"[-11, 207, 415, 727]",,,,
166,102,"[572, 246, 781, 423]",,,,
166,101,"[656, 241, 779, 427]",,,,
166,95,"[192, 223, 480, 442]",,,,
166,77,"[548, 407, 704, 628]",,,,
166,65,"[-11, 215, 409, 729]",,,,
167,102,"[549, 244, 780, 429]",,,,
167,101,"[655, 242, 784, 428]",,,,
167,95,"[181, 223, 482, 451]","[221.8893165588379, 307.8744888305664, 296.5697326660156, 337.78572845458984]",0.7455481886863708,AO01BI9108,0.6206239461898804
167,78,"[755, 88, 1283, 648]","[977.7445220947266, 231.4356689453125, 1075.720703125, 285.52630615234375]",0.548456072807312,ARONS,0.8792559504508972
167,77,"[544, 406, 699, 626]","[614.3634643554688, 535.8705291748047, 680.4745483398438, 582.4494934082031]",0.7179256677627563,KL18R5138,0.7900189757347107
167,65,"[-10, 223, 404, 731]",,,,
168,101,"[654, 243, 789, 429]",,,,
168,95,"[171, 221, 484, 456]",,,,
168,78,"[759, 78, 1283, 640]",,,,
168,77,"[541, 400, 697, 622]",,,,
168,65,"[-11, 233, 397, 732]",,,,
169,101,"[654, 243, 794, 429]",,,,
169,95,"[160, 220, 485, 461]","[207.91115951538086, 310.9965057373047, 285.1743469238281, 344.06346893310547]",0.7415433526039124,TA01BA5108,0.7286386489868164
169,78,"[763, 84, 1284, 654]","[1006.1023559570312, 231.49522399902344, 1108.4408874511719, 286.1593475341797]",0.47127509117126465,ARONS,0.8806560635566711
169,77,"[540, 398, 695, 621]","[609.8357238769531, 533.4389495849609, 674.6829376220703, 580.7468872070312]",0.8039937019348145,KL18R5138,0.7223620116710663
169,65,"[-12, 251, 389, 736]","[205.47584533691406, 311.97972869873047, 283.4452209472656, 343.97344970703125]",0.7139298915863037,KA01MJ0152,0.7363220453262329
170,101,"[656, 242, 799, 431]",,,,
170,95,"[149, 216, 489, 466]",,,,
170,77,"[536, 387, 691, 615]",,,,
170,65,"[-13, 277, 381, 742]",,,,
171,101,"[655, 242, 804, 433]",,,,
171,95,"[139, 215, 492, 472]","[190.16224670410156, 316.95240783691406, 269.18092346191406, 349.82659912109375]",0.7456294298171997,TA01BA5108,0.683998167514801
171,77,"[533, 379, 687, 612]","[603.6202087402344, 528.3940277099609, 669.5084838867188, 575.3117370605469]",0.7180954217910767,KL18R5138,0.7009154260158539
171,65,"[-14, 309, 372, 748]","[189.00677490234375, 315.0852680206299, 269.1744689941406, 350.8664855957031]",0.6930941343307495,KA01MJ0152,0.8460251092910767
172,101,"[654, 242, 808, 435]","[691.4191665649414, 353.337646484375, 754.1857833862305, 376.0234069824219]",0.763192355632782,1S3A53E,0.5866170525550842
172,95,"[128, 212, 495, 476]",,,,
172,77,"[532, 379, 684, 613]",,,,
172,65,"[-16, 345, 363, 753]",,,,
173,105,"[0, 219, 60, 330]",,,,
173,101,"[653, 243, 812, 436]",,,,
173,95,"[117, 212, 495, 483]","[167.83005142211914, 320.3145980834961, 252.0795440673828, 356.2901306152344]",0.7707878947257996,KA01NX5108,0.8881831169128418
173,77,"[529, 368, 681, 610]","[597.1272811889648, 528.5084381103516, 660.7417144775391, 564.9658660888672]",0.7945204973220825,KL18R5138,0.97251757979393
173,65,"[-17, 370, 353, 752]",,,,
174,105,"[0, 217, 65, 334]",,,,
174,101,"[651, 244, 815, 439]","[696.1730613708496, 357.1530227661133, 760.6427001953125, 380.97206115722656]",0.7563178539276123,EX45IA3627,0.8328242897987366
174,95,"[105, 214, 492, 492]",,,,
174,77,"[524, 356, 678, 608]",,,,
174,65,"[-18, 387, 339, 749]",,,,
175,101,"[649, 245, 819, 442]",,,,
175,97,"[438, 245, 513, 340]",,,,
175,95,"[92, 215, 491, 500]","[143.3265380859375, 327.85693359375, 230.31610107421875, 365.7765808105469]",0.7836575508117676,KA01NX5108,0.9186593294143677
175,77,"[521, 349, 675, 609]","[590.1609191894531, 528.2710876464844, 654.4745178222656, 568.5899047851562]",0.8056318759918213,KL18R1138,0.9251154363155365
175,65,"[-20, 402, 324, 746]",,,,
176,101,"[647, 245, 822, 444]","[699.731128692627, 362.7317428588867, 765.3346862792969, 386.4870300292969]",0.7550840973854065,XA51NS3627,0.8383560180664062
176,97,"[438, 247, 513, 341]",,,,
176,95,"[81, 216, 491, 508]",,,,
176,77,"[520, 352, 673, 614]",,,,
176,65,"[-21, 417, 309, 745]",,,,
177,101,"[645, 245, 826, 448]",,,,
177,97,"[437, 250, 513, 343]",,,,
177,96,"[0, 250, 44, 342]",,,,
177,95,"[69, 217, 490, 517]","[118.712646484375, 336.41937255859375, 207.62982177734375, 377.8378143310547]",0.7741885185241699,KA01NX5108,0.9197052121162415
177,77,"[519, 354, 670, 616]","[584.9014053344727, 529.9915313720703, 648.0107269287109, 570.2375640869141]",0.7892435193061829,KL18R1138,0.9451476335525513
177,65,"[-22, 431, 292, 744]",,,,
178,101,"[644, 245, 830, 450]","[705.3586578369141, 366.2486267089844, 772.7633972167969, 390.6407012939453]",0.7514691352844238,EX45IK3627,0.857523500919342
178,97,"[434, 251, 512, 344]",,,,
178,96,"[0, 257, 46, 345]",,,,
178,95,"[57, 218, 489, 525]",,,,
178,77,"[518, 378, 667, 626]",,,,
178,65,"[-24, 445, 270, 743]",,,,
179,101,"[643, 244, 834, 453]",,,,
179,97,"[433, 252, 513, 345]",,,,
179,96,"[2, 258, 53, 345]",,,,
179,95,"[45, 218, 489, 534]","[92.01185989379883, 344.07557678222656, 182.47760009765625, 387.48936462402344]",0.7795577645301819,KA01NX5108,0.9147059321403503
179,77,"[516, 391, 664, 628]","[578.6658477783203, 527.5972290039062, 642.3125610351562, 567.2653350830078]",0.8114232420921326,KL18R1138,0.9083390235900879
179,65,"[-26, 458, 248, 742]",,,,
180,105,"[0, 231, 65, 344]",,,,
180,101,"[641, 244, 838, 455]","[710.6816558837891, 368.23377990722656, 779.7129669189453, 392.58648681640625]",0.7379938364028931,EX45IK3627,0.8096625804901123
180,97,"[430, 252, 513, 346]",,,,
180,95,"[32, 217, 489, 541]",,,,
180,77,"[515, 398, 661, 626]",,,,
180,65,"[-23, 473, 236, 742]",,,,
181,105,"[-1, 230, 61, 343]",,,,
181,101,"[641, 242, 842, 455]",,,,
181,97,"[429, 251, 515, 346]",,,,
181,95,"[17, 216, 488, 549]","[61.60105514526367, 348.2955017089844, 154.7191619873047, 396.13832092285156]",0.8105135560035706,KA01NX5108,0.8902313113212585
181,77,"[514, 399, 659, 622]","[573.3407135009766, 525.1189193725586, 637.2889709472656, 567.9183349609375]",0.8342087268829346,KL18R1138,0.9592521488666534
182,101,"[640, 241, 847, 456]","[717.711669921875, 367.9939270019531, 787.2132720947266, 393.48561096191406]",0.750789999961853,EX45IK3627,0.8089383840560913
182,97,"[429, 251, 518, 346]",,,,
182,95,"[6, 214, 489, 557]",,,,
182,77,"[514, 398, 657, 618]",,,,
183,101,"[640, 241, 852, 457]",,,,
183,97,"[429, 249, 520, 345]",,,,
183,95,"[0, 212, 492, 565]","[30.600671768188477, 352.7126922607422, 125.35772705078125, 404.8812713623047]",0.8270754814147949,KA01NX5108,0.6691712737083435
183,77,"[515, 394, 656, 612]","[569.9043350219727, 519.6985244750977, 633.7975692749023, 562.7484283447266]",0.8254305720329285,KL18R1138,0.9585248231887817
184,101,"[640, 240, 858, 458]","[725.6691360473633, 368.231689453125, 797.5375213623047, 394.67491149902344]",0.7576858997344971,EX45IK3627,0.8427225947380066
184,97,"[429, 247, 522, 345]",,,,
184,95,"[-3, 209, 495, 574]",,,,
184,77,"[514, 395, 654, 609]",,,,
185,101,"[641, 239, 864, 459]",,,,
185,97,"[428, 245, 525, 345]",,,,
185,95,"[-5, 206, 499, 583]","[0.0, 358.16973876953125, 92.93086242675781, 414.39019775390625]",0.7656049728393555,KA01NX5108,0.735565721988678
185,77,"[516, 394, 654, 606]","[567.3453636169434, 515.5532684326172, 630.993537902832, 558.2357025146484]",0.8306732773780823,KL18R1138,0.9367880821228027
186,101,"[643, 238, 871, 461]","[735.6586761474609, 370.9046325683594, 810.4990539550781, 397.8717803955078]",0.7376918196678162,EX45IK3627,0.8439061045646667
186,97,"[427, 244, 526, 346]",,,,
186,95,"[-6, 204, 502, 593]",,,,
186,77,"[517, 395, 654, 604]",,,,
187,101,"[645, 238, 879, 463]",,,,
187,97,"[426, 244, 528, 349]",,,,
187,95,"[-6, 202, 506, 604]","[0.0, 369.7188262939453, 60.3724250793457, 424.20484924316406]",0.8001984357833862,KA01NX5108,0.9169585108757019
187,77,"[522, 396, 655, 602]","[568.8057594299316, 512.1922302246094, 627.9925994873047, 554.2157440185547]",0.7906934022903442,KL18R1138,0.9393767416477203
188,101,"[647, 238, 886, 465]","[747.312370300293, 376.1255798339844, 823.5011596679688, 402.77854919433594]",0.745875895023346,KA51NS3627,0.8801511526107788
188,97,"[425, 244, 528, 351]",,,,
188,95,"[-6, 201, 509, 616]",,,,
188,77,"[522, 397, 654, 601]",,,,
189,101,"[647, 239, 893, 466]",,,,
189,97,"[423, 237, 529, 335]",,,,
189,95,"[-4, 203, 519, 636]",,,,
189,77,"[522, 399, 654, 600]","[568.8692665100098, 509.2452926635742, 631.6712646484375, 555.2539978027344]",0.8193950653076172,KL18R1138,0.8856713771820068
190,101,"[647, 240, 900, 470]","[758.3439254760742, 381.33641052246094, 836.3202209472656, 408.82228088378906]",0.7420928478240967,KA51NS3627,0.9059836268424988
190,97,"[424, 241, 531, 338]",,,,
190,95,"[-6, 200, 520, 649]",,,,
190,77,"[523, 399, 654, 599]",,,,
191,101,"[649, 240, 908, 473]",,,,
191,97,"[423, 242, 532, 336]",,,,
191,77,"[525, 400, 655, 598]","[570.7182960510254, 508.9935531616211, 630.4827728271484, 552.4364166259766]",0.8095754384994507,KL18R1138,0.9177899360656738
192,101,"[650, 241, 915, 476]","[770.7445297241211, 387.48704528808594, 850.2245635986328, 415.7655792236328]",0.7422531843185425,KA51NS3627,0.9409347772598267
192,97,"[421, 248, 534, 349]",,,,
192,77,"[530, 400, 656, 597]",,,,
193,110,"[-3, 185, 528, 717]",,,,
193,108,"[1, 604, 217, 720]",,,,
193,101,"[654, 242, 925, 480]",,,,
193,97,"[421, 243, 536, 339]",,,,
193,77,"[531, 394, 657, 594]","[573.3211288452148, 506.0869598388672, 633.4186401367188, 550.1288604736328]",0.8341422080993652,KL18R1138,0.9120759963989258
194,110,"[-2, 179, 529, 713]",,,,
194,101,"[658, 243, 934, 482]","[784.2267532348633, 393.23974609375, 866.5915985107422, 422.3910217285156]",0.7440765500068665,KA51NS3627,0.8420020937919617
194,97,"[420, 245, 538, 341]",,,,
194,77,"[530, 395, 656, 592]",,,,
195,110,"[-2, 176, 529, 711]",,,,
195,101,"[662, 244, 943, 486]",,,,
195,97,"[419, 253, 542, 360]",,,,
195,77,"[534, 394, 659, 589]","[577.4706535339355, 503.83753967285156, 635.3312530517578, 547.1851043701172]",0.8200255632400513,KL18R1138,0.8211257755756378
196,110,"[-2, 173, 527, 709]",,,,
196,101,"[663, 245, 952, 491]","[797.8516693115234, 399.2334289550781, 883.3257446289062, 428.93572998046875]",0.7504619359970093,KA51NS3627,0.7673815488815308
196,97,"[419, 256, 545, 372]",,,,
196,77,"[543, 396, 662, 587]",,,,
197,110,"[-1, 171, 529, 711]",,,,
197,101,"[666, 245, 961, 493]",,,,
197,97,"[419, 256, 549, 380]",,,,
197,77,"[550, 396, 665, 586]","[581.5015106201172, 500.7899932861328, 640.1636199951172, 544.1651306152344]",0.8267733454704285,KL18R1138,0.9043063819408417
198,110,"[-2, 168, 526, 711]",,,,
198,101,"[669, 246, 970, 498]","[811.5601806640625, 405.471923828125, 900.7390747070312, 436.6437225341797]",0.755929708480835,KA51NS3627,0.8777585029602051
198,97,"[418, 255, 552, 386]",,,,
198,77,"[555, 396, 666, 583]",,,,
199,110,"[-2, 166, 526, 711]",,,,
199,108,"[6, 600, 221, 718]",,,,
199,101,"[670, 246, 978, 501]",,,,
199,97,"[416, 254, 554, 391]",,,,
199,77,"[558, 396, 666, 582]","[584.1749649047852, 498.47652435302734, 639.8941650390625, 538.7793121337891]",0.8191440105438232,KL18R1138,0.8920507431030273
200,110,"[-3, 157, 525, 711]",,,,
200,108,"[4, 597, 224, 718]",,,,
200,101,"[671, 246, 987, 505]","[823.0733489990234, 412.1379852294922, 915.5890045166016, 443.4718322753906]",0.7488768696784973,KA51NS3627,0.9269282221794128
200,97,"[416, 252, 556, 395]",,,,
200,77,"[559, 396, 664, 579]",,,,
201,110,"[-3, 154, 524, 709]",,,,
201,101,"[672, 247, 995, 509]",,,,
