frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
201,97,"[413, 252, 556, 398]",,,,
201,77,"[560, 397, 662, 578]","[583.3992557525635, 495.50814056396484, 638.212158203125, 534.9019165039062]",0.8030697703361511,KL18R1138,0.8842112720012665
202,110,"[-3, 146, 522, 705]",,,,
202,101,"[673, 247, 1003, 514]","[832.4404754638672, 419.46868896484375, 928.6623840332031, 452.2847137451172]",0.747958242893219,KA51NS3627,0.867438554763794
202,97,"[409, 251, 557, 401]",,,,
202,77,"[559, 397, 661, 576]",,,,
203,110,"[-3, 139, 520, 691]",,,,
203,101,"[674, 249, 1010, 520]",,,,
203,97,"[404, 251, 557, 405]",,,,
203,77,"[558, 397, 659, 574]","[577.5636157989502, 491.8011169433594, 633.5501327514648, 533.3148651123047]",0.8211817145347595,KL18R1138,0.8296553790569305
204,110,"[-3, 142, 516, 694]",,,,
204,101,"[674, 250, 1016, 527]","[840.0131378173828, 426.5817565917969, 937.4624633789062, 463.17266845703125]",0.7608076930046082,KA51NS3627,0.85508793592453
204,97,"[398, 251, 555, 408]",,,,
204,77,"[546, 396, 651, 573]",,,,
205,110,"[-3, 147, 512, 702]",,,,
205,101,"[674, 251, 1022, 532]",,,,
205,97,"[393, 251, 554, 411]",,,,
205,77,"[538, 395, 647, 571]","[571.4383087158203, 489.4643783569336, 626.7594146728516, 528.8462219238281]",0.8261014223098755,KL18R1138,0.7972575426101685
206,110,"[-3, 149, 509, 708]","[309.8222961425781, 440.86822509765625, 341.6405944824219, 464.2510070800781]",0.18706552684307098,,0.7577418684959412
206,101,"[674, 251, 1028, 535]","[845.3262634277344, 435.55592346191406, 947.2780151367188, 471.04058837890625]",0.7517538666725159,KA51NS3627,0.7924111485481262
206,97,"[387, 252, 552, 415]",,,,
207,111,"[524, 383, 643, 576]","[564.4722023010254, 486.64253997802734, 617.2351608276367, 526.5182037353516]",0.8154558539390564,18,0.8633955717086792
207,110,"[-5, 151, 503, 708]",,,,
207,101,"[673, 252, 1033, 541]",,,,
207,97,"[378, 252, 548, 417]",,,,
208,111,"[520, 393, 633, 570]",,,,
208,110,"[-5, 145, 497, 703]",,,,
208,101,"[672, 253, 1038, 546]","[849.5076599121094, 445.22767639160156, 955.3972473144531, 482.4966735839844]",0.7544958591461182,KA51NS3627,0.9098501205444336
208,97,"[371, 252, 546, 420]",,,,
209,111,"[516, 398, 626, 567]",,,,
209,110,"[-6, 144, 490, 705]",,,,
209,101,"[670, 254, 1043, 551]",,,,
209,97,"[361, 251, 543, 422]",,,,
209,78,"[940, 156, 1281, 643]",,,,
210,111,"[511, 397, 620, 561]",,,,
210,110,"[-6, 139, 485, 705]",,,,
210,101,"[667, 254, 1047, 556]","[851.9420776367188, 452.5063781738281, 962.3399963378906, 491.650390625]",0.7537871599197388,KA51NS3627,0.8820792436599731
210,97,"[353, 250, 540, 424]",,,,
210,78,"[940, 157, 1280, 653]",,,,
211,111,"[508, 394, 616, 555]","[541.1464462280273, 476.55982208251953, 593.4107513427734, 514.8762893676758]",0.7826803922653198,18,0.7660486698150635
211,110,"[-7, 137, 478, 705]",,,,
211,101,"[666, 254, 1052, 562]",,,,
211,97,"[343, 248, 535, 426]",,,,
211,78,"[941, 150, 1280, 645]","[941.0, 461.46917724609375, 965.4782943725586, 494.6617736816406]",0.439383327960968,ARONS,0.9944326281547546
212,111,"[512, 394, 611, 550]",,,,
212,110,"[-7, 137, 470, 706]",,,,
212,101,"[665, 252, 1058, 566]","[856.319580078125, 458.3788757324219, 970.3748779296875, 498.69329833984375]",0.7538536787033081,KA51NS3627,0.9174883961677551
212,97,"[335, 247, 532, 428]",,,,
212,78,"[944, 143, 1280, 635]",,,,
213,112,"[625, 271, 658, 330]",,,,
213,111,"[503, 389, 602, 544]",,,,
213,110,"[-8, 137, 461, 709]",,,,
213,101,"[662, 248, 1063, 568]",,,,
213,97,"[328, 244, 528, 427]",,,,
213,78,"[946, 136, 1280, 622]","[946.0, 465.3269958496094, 975.324872970581, 500.30169677734375]",0.5765072703361511,27,0.9967426061630249
214,111,"[498, 373, 605, 537]",,,,
214,110,"[-8, 150, 452, 717]",,,,
214,101,"[661, 245, 1071, 573]","[865.676513671875, 460.5342102050781, 982.9474792480469, 502.64398193359375]",0.7442808747291565,KA51NS3627,0.9306082725524902
214,97,"[321, 241, 525, 425]",,,,
214,78,"[947, 140, 1280, 634]",,,,
215,113,"[239, 250, 303, 319]",,,,
215,111,"[492, 372, 598, 535]","[523.0945854187012, 456.05712890625, 573.5585021972656, 492.86317443847656]",0.8283006548881531,1,0.9217158555984497
215,110,"[-8, 162, 443, 719]",,,,
215,101,"[659, 240, 1078, 573]",,,,
215,97,"[315, 238, 523, 425]",,,,
216,113,"[233, 245, 298, 317]",,,,
216,111,"[488, 371, 593, 529]",,,,
216,110,"[-8, 173, 433, 720]",,,,
216,101,"[660, 237, 1088, 576]","[878.3860626220703, 463.4998779296875, 997.4790954589844, 508.2456359863281]",0.7705017328262329,KA51NS3627,0.8975454568862915
216,97,"[307, 235, 520, 424]",,,,
217,113,"[224, 240, 289, 316]",,,,
217,111,"[487, 367, 593, 524]","[516.4360466003418, 445.6351013183594, 565.3013534545898, 483.233642578125]",0.8121533989906311,1,0.523391604423523
217,110,"[-8, 179, 424, 720]",,,,
217,101,"[659, 232, 1097, 580]",,,,
217,97,"[299, 232, 518, 424]",,,,
218,113,"[217, 237, 286, 315]",,,,
218,111,"[484, 364, 588, 518]",,,,
218,110,"[-8, 196, 415, 725]",,,,
218,101,"[659, 230, 1109, 587]","[892.5403747558594, 472.4134216308594, 1019.2675476074219, 519.1787719726562]",0.7528202533721924,KA51NS3627,0.937664806842804
218,97,"[292, 230, 516, 425]",,,,
219,113,"[210, 236, 281, 315]",,,,
219,112,"[616, 254, 650, 314]",,,,
219,111,"[486, 363, 589, 514]",,,,
219,110,"[-7, 221, 408, 732]",,,,
219,97,"[287, 228, 516, 426]",,,,
220,113,"[204, 236, 276, 315]",,,,
220,112,"[615, 252, 650, 313]",,,,
220,111,"[487, 360, 591, 510]",,,,
220,110,"[-7, 231, 398, 729]",,,,
220,97,"[280, 227, 515, 428]",,,,
221,118,"[655, 211, 1167, 628]","[923.9387817382812, 490.81866455078125, 1058.1676940917969, 541.23779296875]",0.7886804342269897,XA51HS3627,0.9179660677909851
221,113,"[198, 236, 271, 315]",,,,
221,112,"[616, 252, 650, 312]",,,,
221,111,"[487, 355, 595, 505]",,,,
221,110,"[-8, 277, 388, 741]","[317.9841003417969, 363.15052032470703, 383.586181640625, 389.85546112060547]",0.6553056240081787,UP1CESE2E7,0.5449462532997131
221,97,"[274, 225, 514, 429]","[316.35975646972656, 362.61920166015625, 384.54144287109375, 389.91917419433594]",0.7524942755699158,UP1ESE2E7,0.5254349112510681
222,118,"[658, 209, 1183, 636]",,,,
222,113,"[197, 236, 270, 314]",,,,
222,112,"[617, 252, 652, 314]",,,,
222,111,"[486, 355, 593, 502]",,,,
222,110,"[-7, 306, 379, 742]",,,,
222,97,"[270, 224, 514, 431]",,,,
223,118,"[659, 210, 1197, 651]","[954.9029846191406, 511.1813659667969, 1094.04296875, 565.1919555664062]",0.7352027893066406,KA51MS3627,0.9183408617973328
223,113,"[198, 234, 271, 314]",,,,
223,112,"[618, 252, 653, 315]",,,,
223,111,"[488, 352, 595, 500]",,,,
223,110,"[-7, 327, 368, 740]",,,,
223,97,"[266, 222, 516, 433]",,,,
224,118,"[657, 208, 1215, 664]",,,,
224,113,"[197, 235, 268, 314]",,,,
224,112,"[620, 251, 655, 314]",,,,
224,111,"[491, 350, 597, 499]",,,,
224,110,"[-7, 355, 356, 741]",,,,
224,97,"[262, 222, 518, 436]",,,,
225,118,"[665, 208, 1246, 686]","[987.9463806152344, 533.1336364746094, 1136.8509216308594, 594.877197265625]",0.6659526824951172,KA51MS3627,0.7891957759857178
225,113,"[198, 236, 265, 314]",,,,
225,112,"[621, 251, 657, 314]",,,,
225,111,"[494, 349, 601, 496]",,,,
225,110,"[-6, 360, 345, 733]",,,,
225,97,"[259, 222, 520, 439]",,,,
226,118,"[668, 208, 1270, 700]",,,,
226,113,"[199, 236, 263, 313]",,,,
226,111,"[496, 350, 600, 495]",,,,
226,110,"[-7, 367, 330, 728]",,,,
226,97,"[255, 221, 521, 443]",,,,
227,118,"[669, 208, 1285, 715]",,,,
227,113,"[199, 244, 257, 317]",,,,
227,111,"[499, 350, 603, 494]",,,,
227,110,"[-8, 380, 315, 727]",,,,
227,97,"[251, 221, 523, 447]",,,,
228,118,"[669, 203, 1291, 720]","[1139.2557983398438, 579.3780212402344, 1211.3333129882812, 639.3770751953125]",0.7478857636451721,63627,0.9539167284965515
228,113,"[200, 249, 253, 317]",,,,
228,111,"[502, 348, 606, 493]",,,,
228,110,"[-9, 388, 298, 725]",,,,
228,97,"[247, 221, 526, 451]",,,,
229,118,"[666, 201, 1293, 724]",,,,
229,111,"[504, 348, 609, 492]",,,,
229,110,"[-11, 397, 276, 723]",,,,
229,97,"[243, 221, 528, 455]",,,,
230,118,"[665, 197, 1294, 725]","[1111.1334533691406, 613.0985717773438, 1270.9491577148438, 692.6226196289062]",0.7032257318496704,KA51MS3627,0.9791263341903687
230,111,"[508, 348, 615, 492]",,,,
230,110,"[-13, 412, 252, 724]",,,,
230,97,"[238, 220, 531, 459]",,,,
231,125,"[1, 250, 62, 305]",,,,
231,110,"[-11, 430, 237, 725]",,,,
231,101,"[688, 203, 1283, 715]","[1143.3908081054688, 636.4293212890625, 1280.0, 711.0009155273438]",0.6760944724082947,KA51NS3627,0.9432041645050049
231,97,"[234, 220, 534, 462]","[278.10718536376953, 385.27545166015625, 357.6239318847656, 419.1197967529297]",0.7526462078094482,UP18Y6443,0.6617637276649475
232,101,"[690, 197, 1286, 717]",,,,
232,97,"[229, 219, 537, 467]",,,,
233,119,"[521, 312, 643, 490]",,,,
233,101,"[692, 189, 1287, 716]","[1030.6923217773438, 588.4654846191406, 1105.3605651855469, 678.782470703125]",0.37597203254699707,KA51NS3627,0.531743049621582
233,97,"[223, 218, 539, 471]","[269.2420883178711, 391.9812469482422, 349.574951171875, 428.11395263671875]",0.7766693830490112,UP18Y6443,0.599061131477356
234,127,"[708, 266, 767, 335]",,,,
234,120,"[694, 209, 773, 315]",,,,
234,119,"[524, 313, 646, 489]",,,,
234,101,"[695, 182, 1288, 715]",,,,
234,97,"[217, 214, 540, 475]",,,,
235,127,"[717, 263, 782, 335]",,,,
235,120,"[696, 208, 773, 315]",,,,
235,119,"[527, 316, 650, 490]",,,,
235,101,"[697, 175, 1288, 716]","[1027.3638000488281, 577.36279296875, 1101.350341796875, 679.5379028320312]",0.6218838691711426,KA51NS3627,0.6197261810302734
235,97,"[211, 214, 541, 481]","[255.89745330810547, 397.6707305908203, 343.27806091308594, 438.5125427246094]",0.780057430267334,UP18Y6443,0.65826815366745
236,120,"[696, 208, 774, 316]",,,,
236,119,"[531, 312, 654, 487]",,,,
236,101,"[701, 169, 1289, 715]",,,,
236,97,"[203, 214, 541, 487]",,,,
237,120,"[696, 207, 774, 316]",,,,
237,119,"[534, 314, 659, 489]",,,,
237,110,"[10, 549, 224, 723]",,,,
237,101,"[704, 163, 1289, 715]",,,,
237,97,"[195, 216, 541, 494]",,,,
238,130,"[710, 270, 760, 336]",,,,
238,120,"[695, 207, 773, 315]",,,,
238,119,"[536, 313, 662, 489]",,,,
238,110,"[12, 551, 223, 718]",,,,
238,101,"[707, 158, 1289, 715]",,,,
238,97,"[184, 214, 539, 500]",,,,
239,130,"[707, 270, 760, 337]",,,,
239,127,"[729, 267, 813, 358]",,,,
239,120,"[694, 207, 772, 315]",,,,
239,119,"[537, 314, 664, 490]",,,,
239,110,"[14, 550, 222, 714]",,,,
239,101,"[709, 158, 1289, 718]",,,,
239,97,"[173, 210, 538, 506]","[217.63990020751953, 422.1041717529297, 309.09539794921875, 465.7434539794922]",0.7659440040588379,UP18Y6443,0.6077302694320679
240,130,"[706, 270, 760, 339]",,,,
240,127,"[729, 268, 819, 365]",,,,
240,120,"[691, 209, 770, 317]",,,,
240,119,"[540, 312, 667, 489]",,,,
240,110,"[15, 549, 221, 711]",,,,
240,101,"[711, 157, 1288, 719]",,,,
240,97,"[161, 214, 535, 517]",,,,
241,130,"[704, 272, 759, 340]",,,,
241,127,"[729, 271, 824, 371]",,,,
241,120,"[691, 210, 769, 316]",,,,
241,119,"[540, 315, 668, 492]",,,,
241,101,"[712, 150, 1287, 717]",,,,
241,97,"[147, 212, 531, 526]","[190.8256721496582, 436.6433868408203, 286.3026123046875, 483.8863525390625]",0.7789015173912048,UP18Y6443,0.5797490477561951
242,130,"[702, 275, 758, 345]",,,,
242,127,"[728, 274, 827, 378]",,,,
242,120,"[688, 212, 765, 318]",,,,
242,119,"[539, 319, 667, 495]",,,,
242,101,"[714, 155, 1287, 721]",,,,
242,97,"[133, 209, 527, 536]",,,,
243,130,"[702, 278, 759, 348]",,,,
243,127,"[728, 277, 834, 386]",,,,
243,120,"[684, 214, 762, 317]",,,,
243,119,"[540, 319, 669, 497]",,,,
243,101,"[716, 155, 1287, 721]",,,,
243,97,"[117, 216, 523, 551]","[160.78895568847656, 454.9756622314453, 259.02647399902344, 507.43194580078125]",0.8022062182426453,JP14BN6443,0.7777092456817627
244,133,"[8, 541, 198, 717]",,,,
244,130,"[699, 280, 757, 351]",,,,
244,127,"[728, 279, 842, 392]",,,,
244,120,"[682, 218, 760, 322]",,,,
244,119,"[542, 322, 671, 500]",,,,
244,101,"[719, 162, 1287, 724]",,,,
244,97,"[102, 222, 520, 567]",,,,
245,133,"[6, 543, 210, 726]",,,,
245,130,"[698, 284, 758, 355]",,,,
245,127,"[729, 282, 852, 399]",,,,
245,125,"[0, 278, 68, 332]",,,,
245,119,"[544, 321, 675, 500]",,,,
245,101,"[721, 162, 1286, 724]",,,,
245,97,"[86, 228, 517, 581]","[127.16379928588867, 479.0325927734375, 231.5318603515625, 534.3612670898438]",0.795211911201477,UP14BN6443,0.8481179475784302
246,133,"[3, 544, 214, 728]",,,,
246,130,"[698, 285, 758, 357]",,,,
246,127,"[729, 284, 863, 408]",,,,
246,119,"[546, 322, 678, 502]",,,,
246,101,"[724, 160, 1287, 722]",,,,
246,97,"[65, 228, 511, 594]",,,,
247,130,"[698, 286, 760, 358]",,,,
247,127,"[730, 286, 874, 418]",,,,
247,119,"[549, 328, 680, 505]","[564.855863571167, 430.3982162475586, 605.0622711181641, 461.2593078613281]",0.7452147603034973,2,0.7155373692512512
247,101,"[731, 161, 1289, 723]",,,,
247,97,"[46, 231, 509, 608]","[90.27554321289062, 499.021484375, 200.09121704101562, 560.8558654785156]",0.8180667161941528,UP14BW6443,0.8794463276863098
248,130,"[697, 286, 760, 358]",,,,
248,127,"[731, 287, 886, 426]",,,,
248,120,"[676, 225, 756, 326]",,,,
248,119,"[552, 334, 682, 508]",,,,
248,101,"[736, 169, 1289, 726]",,,,
248,97,"[26, 233, 505, 622]",,,,
249,130,"[697, 287, 761, 358]",,,,
249,127,"[731, 287, 896, 432]",,,,
249,120,"[675, 226, 756, 329]",,,,
249,119,"[556, 336, 684, 507]",,,,
249,111,"[559, 367, 662, 504]",,,,
249,101,"[741, 179, 1289, 729]",,,,
249,97,"[13, 233, 505, 636]","[48.316375732421875, 521.0482788085938, 161.22413635253906, 587.5013427734375]",0.826314389705658,UP14BW6443,0.6582101583480835
250,137,"[540, 264, 621, 375]",,,,
250,130,"[697, 287, 762, 359]",,,,
250,127,"[732, 286, 907, 436]",,,,
250,120,"[674, 226, 756, 330]",,,,
250,119,"[560, 336, 688, 506]",,,,
250,101,"[748, 183, 1290, 728]",,,,
250,97,"[6, 236, 507, 653]",,,,
251,137,"[532, 263, 621, 380]",,,,
251,130,"[697, 287, 763, 359]",,,,
251,127,"[731, 286, 916, 442]",,,,
251,120,"[673, 225, 755, 330]",,,,
251,119,"[564, 337, 693, 506]",,,,
251,101,"[752, 183, 1290, 727]",,,,
251,97,"[0, 238, 507, 672]",,,,
252,137,"[526, 262, 622, 382]",,,,
252,130,"[696, 287, 763, 359]",,,,
252,127,"[732, 285, 928, 444]",,,,
252,120,"[672, 225, 754, 331]",,,,
252,119,"[568, 337, 697, 507]",,,,
252,101,"[758, 176, 1290, 722]",,,,
252,97,"[-3, 238, 507, 691]",,,,
253,137,"[518, 261, 622, 386]",,,,
253,130,"[693, 286, 762, 359]",,,,
253,127,"[732, 283, 939, 444]",,,,
253,120,"[670, 223, 751, 326]",,,,
253,119,"[570, 335, 699, 506]",,,,
253,101,"[760, 176, 1288, 722]",,,,
253,97,"[-5, 234, 507, 702]",,,,
254,137,"[513, 261, 622, 386]",,,,
254,130,"[690, 286, 761, 359]",,,,
254,127,"[729, 283, 946, 444]",,,,
254,120,"[669, 221, 748, 321]",,,,
254,119,"[571, 334, 700, 506]",,,,
254,101,"[763, 178, 1288, 723]",,,,
254,97,"[-7, 229, 504, 709]",,,,
255,138,"[945, 643, 1174, 723]",,,,
255,137,"[502, 260, 620, 388]",,,,
255,130,"[688, 285, 760, 358]",,,,
255,127,"[725, 282, 950, 445]",,,,
255,120,"[667, 219, 745, 316]",,,,
255,119,"[572, 334, 701, 506]",,,,
255,101,"[770, 192, 1289, 728]",,,,
255,97,"[-9, 224, 499, 713]",,,,
256,137,"[491, 259, 619, 391]",,,,
256,130,"[685, 284, 757, 357]",,,,
256,127,"[721, 281, 953, 447]",,,,
256,120,"[663, 218, 741, 311]",,,,
256,119,"[573, 332, 701, 505]",,,,
256,101,"[782, 209, 1291, 733]",,,,
256,97,"[-10, 220, 492, 714]",,,,
257,137,"[483, 258, 619, 392]",,,,
257,130,"[683, 282, 755, 355]",,,,
257,127,"[716, 280, 955, 447]",,,,
257,119,"[573, 333, 701, 506]",,,,
257,101,"[790, 225, 1292, 735]",,,,
257,97,"[-11, 214, 487, 715]",,,,
258,137,"[471, 256, 615, 394]",,,,
258,130,"[677, 279, 750, 352]",,,,
258,127,"[711, 276, 957, 447]",,,,
258,119,"[573, 333, 699, 505]",,,,
258,101,"[800, 269, 1295, 748]",,,,
258,97,"[-13, 210, 475, 716]",,,,
259,137,"[461, 254, 610, 395]",,,,
259,130,"[672, 276, 745, 349]",,,,
259,127,"[707, 274, 959, 447]",,,,
259,119,"[571, 334, 697, 505]",,,,
259,111,"[573, 363, 675, 500]",,,,
259,101,"[807, 324, 1297, 759]",,,,
259,97,"[-14, 207, 465, 717]",,,,
260,137,"[453, 252, 607, 396]",,,,
260,130,"[668, 274, 741, 348]",,,,
260,127,"[702, 272, 960, 447]",,,,
260,119,"[570, 334, 695, 505]",,,,
260,101,"[816, 369, 1300, 762]",,,,
260,97,"[-15, 202, 455, 717]",,,,
261,137,"[446, 250, 605, 397]",,,,
261,127,"[697, 270, 960, 447]",,,,
261,119,"[567, 336, 690, 506]",,,,
261,101,"[827, 397, 1301, 758]",,,,
261,97,"[-15, 200, 445, 718]",,,,
262,140,"[915, 649, 1118, 719]",,,,
262,137,"[438, 249, 601, 398]","[488.2637367248535, 311.57921981811523, 541.1206359863281, 330.05310821533203]",0.6976613402366638,NG51B8050,0.6234846115112305
262,127,"[692, 269, 961, 450]","[848.6216278076172, 350.38594818115234, 916.4036407470703, 374.48974609375]",0.71914142370224,FI01R31956,0.6486385464668274
262,119,"[565, 342, 687, 508]",,,,
262,101,"[840, 413, 1301, 752]",,,,
262,97,"[-15, 197, 435, 718]",,,,
263,140,"[919, 646, 1123, 718]",,,,
263,137,"[430, 248, 597, 400]",,,,
263,127,"[688, 267, 962, 451]",,,,
263,101,"[856, 426, 1302, 747]",,,,
263,97,"[-15, 196, 425, 719]",,,,
264,140,"[919, 643, 1125, 718]",,,,
264,137,"[422, 246, 593, 401]","[475.0948905944824, 311.71842193603516, 530.099365234375, 331.08631896972656]",0.7257534861564636,EA51OZ0507,0.7549599409103394
264,130,"[655, 265, 724, 323]",,,,
264,127,"[684, 266, 964, 452]","[849.77734375, 350.0651321411133, 917.714111328125, 374.4312744140625]",0.730331540107727,KR01NS4956,0.6757407784461975
264,101,"[876, 437, 1304, 744]",,,,
264,97,"[-16, 195, 413, 720]",,,,
265,140,"[922, 641, 1127, 718]",,,,
265,137,"[414, 245, 588, 403]",,,,
265,127,"[681, 266, 965, 455]",,,,
265,111,"[564, 363, 670, 505]",,,,
265,101,"[894, 449, 1304, 741]",,,,
265,97,"[-16, 196, 403, 721]",,,,
266,142,"[163, 260, 273, 330]",,,,
266,141,"[49, 182, 290, 317]",,,,
266,137,"[407, 246, 585, 407]","[462.6506233215332, 313.4868469238281, 519.6471328735352, 333.1129913330078]",0.7253637313842773,EA51OZ0507,0.5328629016876221
266,127,"[678, 265, 968, 458]","[851.7964477539062, 352.2617950439453, 920.9095153808594, 378.01256561279297]",0.7331709861755371,K1NS956,0.743802011013031
266,101,"[905, 465, 1301, 741]",,,,
266,97,"[-16, 200, 390, 723]",,,,
267,142,"[140, 258, 261, 331]",,,,
267,141,"[38, 181, 280, 316]",,,,
267,137,"[400, 245, 581, 409]",,,,
267,127,"[675, 264, 970, 460]",,,,
267,101,"[909, 482, 1297, 741]",,,,
267,97,"[-16, 204, 379, 724]",,,,
268,142,"[106, 257, 250, 338]",,,,
268,141,"[29, 179, 267, 305]",,,,
268,137,"[392, 243, 576, 411]","[449.22225189208984, 314.33678436279297, 508.3875427246094, 334.8465042114258]",0.7332514524459839,EA51OZ0507,0.6410841345787048
268,130,"[639, 269, 709, 338]",,,,
268,127,"[672, 264, 972, 462]","[853.0410003662109, 353.7461395263672, 926.1693115234375, 379.8567199707031]",0.7414985299110413,K1NS956,0.7043967247009277
268,97,"[-17, 210, 366, 725]",,,,
269,142,"[73, 257, 242, 346]",,,,
269,140,"[928, 642, 1132, 719]",,,,
269,137,"[385, 242, 573, 413]",,,,
269,130,"[637, 271, 706, 339]",,,,
269,127,"[668, 263, 974, 464]",,,,
269,111,"[553, 370, 657, 515]",,,,
269,97,"[-17, 221, 353, 727]",,,,
270,146,"[337, 249, 408, 304]",,,,
270,142,"[60, 258, 241, 351]",,,,
270,140,"[929, 642, 1133, 719]",,,,
270,137,"[378, 241, 569, 415]","[435.3702507019043, 315.1483840942383, 496.33045196533203, 336.2637481689453]",0.7397772669792175,EA51OZ0507,0.5762961506843567
270,130,"[635, 264, 703, 327]",,,,
270,127,"[665, 261, 975, 465]","[854.3642272949219, 355.0043487548828, 929.2492370605469, 381.97369384765625]",0.7304070591926575,K1NS956,0.7051501274108887
270,111,"[554, 369, 653, 518]",,,,
270,97,"[-19, 243, 339, 735]",,,,
271,146,"[333, 247, 403, 301]",,,,
271,142,"[43, 256, 235, 355]",,,,
271,140,"[932, 642, 1135, 719]",,,,
271,137,"[370, 239, 564, 416]",,,,
271,130,"[633, 266, 701, 331]",,,,
271,127,"[663, 261, 977, 467]",,,,
271,111,"[547, 373, 648, 525]",,,,
271,97,"[-19, 261, 326, 738]",,,,
272,147,"[231, 334, 305, 430]",,,,
272,146,"[328, 246, 397, 302]",,,,
272,142,"[31, 254, 229, 357]",,,,
272,141,"[-8, 184, 234, 323]",,,,
272,140,"[933, 642, 1134, 719]",,,,
272,137,"[362, 238, 560, 418]","[422.24393463134766, 316.1955261230469, 486.62335205078125, 338.6132278442383]",0.7294413447380066,NA51AR0502,0.8570998907089233
272,130,"[630, 266, 698, 334]",,,,
272,127,"[660, 260, 979, 468]","[857.3192596435547, 357.11202239990234, 934.7530822753906, 385.28113555908203]",0.7310982942581177,IX10IS4955,0.7772647142410278
272,111,"[541, 376, 645, 532]",,,,
272,97,"[-20, 290, 311, 745]",,,,
273,147,"[223, 327, 299, 429]",,,,
273,142,"[20, 251, 222, 357]",,,,
273,141,"[-11, 182, 226, 325]",,,,
273,140,"[934, 644, 1134, 720]",,,,
273,137,"[355, 237, 557, 421]",,,,
273,130,"[627, 263, 696, 327]",,,,
273,127,"[658, 260, 982, 470]",,,,
273,111,"[537, 380, 644, 540]","[568.4514541625977, 468.34112548828125, 621.500617980957, 502.51727294921875]",0.7987313866615295,X18,0.6063684225082397
273,97,"[-21, 326, 296, 752]",,,,
274,142,"[13, 250, 214, 359]",,,,
274,141,"[-11, 178, 218, 323]",,,,
274,137,"[349, 236, 555, 423]","[410.74756622314453, 317.78961181640625, 476.9214630126953, 341.4607391357422]",0.7413762807846069,NA51AR0502,0.707295835018158
274,130,"[625, 262, 695, 323]",,,,
274,127,"[656, 260, 985, 473]","[861.8449859619141, 360.79769134521484, 940.1949768066406, 389.4264831542969]",0.7296614050865173,IX10IS4955,0.6449724435806274
274,111,"[533, 382, 643, 547]",,,,
274,97,"[-22, 351, 280, 752]",,,,
275,142,"[5, 248, 205, 359]",,,,
275,141,"[-12, 175, 210, 321]",,,,
275,137,"[343, 235, 553, 425]",,,,
275,130,"[624, 261, 695, 322]",,,,
275,127,"[655, 260, 989, 475]",,,,
275,111,"[528, 373, 645, 550]",,,,
276,150,"[206, 293, 304, 431]",,,,
276,142,"[0, 246, 198, 359]",,,,
276,141,"[-12, 172, 200, 318]",,,,
276,137,"[336, 233, 549, 426]","[399.6541938781738, 318.2256622314453, 468.47706604003906, 342.36781311035156]",0.7414916157722473,NA51AR0502,0.8039007782936096
276,130,"[622, 264, 694, 329]",,,,
276,127,"[653, 259, 991, 478]","[865.3920593261719, 361.7854537963867, 945.6172485351562, 391.2998809814453]",0.7267311811447144,IX10IS4955,0.7154344320297241
276,111,"[523, 364, 645, 554]",,,,
277,152,"[-1, 406, 224, 713]",,,,
277,150,"[204, 292, 304, 431]",,,,
277,142,"[-1, 245, 195, 359]",,,,
277,141,"[-10, 171, 196, 317]",,,,
277,137,"[333, 232, 549, 428]",,,,
277,130,"[622, 264, 694, 332]",,,,
277,127,"[652, 258, 992, 479]",,,,
277,111,"[520, 358, 646, 557]","[563.3455200195312, 486.90447998046875, 620.2643966674805, 523.5227661132812]",0.8169190287590027,TXL16R,0.7541337609291077
278,152,"[0, 427, 219, 719]",,,,
278,150,"[200, 288, 303, 430]",,,,
278,142,"[-4, 245, 189, 358]",,,,
278,141,"[-10, 170, 189, 317]",,,,
278,137,"[328, 231, 547, 429]","[394.04308319091797, 318.14954376220703, 463.7666931152344, 343.14854431152344]",0.7354309558868408,NA51AR0502,0.7163682579994202
278,130,"[620, 263, 693, 333]",,,,
278,127,"[651, 258, 995, 480]","[866.8533172607422, 361.3189163208008, 948.3135375976562, 391.56024169921875]",0.7374594211578369,IX10IS4955,0.7388635873794556
278,111,"[517, 372, 645, 571]",,,,
279,150,"[196, 284, 302, 428]",,,,
279,142,"[-5, 244, 183, 357]",,,,
279,141,"[-9, 167, 181, 313]",,,,
279,137,"[323, 230, 546, 431]",,,,
279,130,"[618, 261, 692, 334]",,,,
279,127,"[650, 256, 996, 481]",,,,
279,111,"[513, 379, 644, 580]","[560.2645301818848, 500.8749237060547, 621.2552185058594, 540.7240753173828]",0.8142143487930298,138,0.9681224226951599
280,151,"[745, 202, 1281, 638]","[869.0009765625, 361.5331115722656, 950.1645660400391, 391.57135009765625]",0.688687264919281,XR01NS4956,0.7951968908309937
280,150,"[194, 280, 303, 427]",,,,
280,142,"[-4, 244, 180, 356]",,,,
280,141,"[-7, 167, 178, 313]",,,,
280,137,"[320, 230, 547, 432]","[388.4657974243164, 317.6682662963867, 458.7603454589844, 343.63477325439453]",0.6915950775146484,NA51AR0502,0.8036790490150452
280,130,"[617, 260, 692, 335]",,,,
280,127,"[649, 256, 997, 483]","[867.8779296875, 361.490966796875, 949.5948181152344, 392.22349548339844]",0.7450807690620422,IX10IS4955,0.7770286798477173
280,111,"[511, 378, 644, 583]",,,,
281,150,"[190, 279, 300, 426]",,,,
281,142,"[-7, 244, 173, 356]",,,,
